hr,lat,lon,mag,fingure_print
2283,-28.49,-102.28,6.64,1435.3191
2284,-11.94,-40.17,5.64,1132.3193
2285,23.58,35.86,5.97,1470.5023
2286,4.17,-9.72,2.88,1257.0275
2287,-0.56,-18.48,6.0,1216.751
2288,-20.78,-61.63,5.53,859.5631
2289,16.17,14.65,4.91,1579.0452
2290,-25.01,-76.8,6.6,1372.031
2291,19.0,21.37,5.64,1267.0282
2292,-4.52,-26.36,6.4,877.3081
2293,19.78,23.47,5.21,1024.7292
2294,-14.27,-46.06,1.98,1267.2188
2295,-8.37,-33.93,6.67,953.1675
2296,-20.24,-61.03,3.85,954.3233
2297,7.85,-3.5,6.71,1344.137
2298,-4.03,-25.68,4.44,1006.69824
2299,-4.03,-25.67,6.72,1007.4376
2300,-1.97,-21.9,6.26,1192.4594
2301,-10.63,-38.67,6.19,1194.1505
2302,1.56,-15.66,6.33,987.0255
2303,-12.83,-43.47,6.24,1470.5057
2304,5.07,-9.28,6.06,1513.1589
2305,-11.22,-40.25,5.22,1130.0378
2306,-14.78,-47.89,6.6,1357.3317
2307,-19.45,-59.47,6.34,1107.8325
2308,1.06,-16.91,6.24,1046.9167
2309,-11.8,-41.58,6.12,1134.061
2310,-2.55,-23.63,5.98,1340.7074
2311,-17.04,-53.44,5.63,1603.7552
2312,-5.12,-28.6,6.66,760.0825
2313,-6.25,-30.78,5.87,888.9005
2314,15.89,12.64,6.56,1386.1758
2315,-4.66,-27.97,6.51,754.7301
2316,-20.96,-64.46,5.62,1099.3857
2317,-7.48,-33.48,6.35,1038.5054
2318,-18.07,-56.62,6.39,1561.7319
2319,9.64,-1.17,6.43,1458.2461
2320,-26.16,-85.18,5.61,1327.1243
2321,-9.23,-37.13,6.4,660.5062
2322,-25.23,-80.64,5.98,713.4757
2323,-21.95,-68.16,6.31,1202.7104
2324,-6.2,-31.45,5.87,1116.3029
2325,-7.62,-34.21,6.15,914.85175
2326,-25.29,-81.21,-0.72,727.04956
2327,-5.05,-29.38,6.71,768.0907
2328,-8.89,-36.86,6.27,600.5465
2329,-20.13,-62.91,6.25,1070.3405
2330,4.26,-12.06,6.22,1544.5591
2331,20.19,23.03,5.88,1094.3785
2332,8.92,-3.15,5.55,1336.5648
2333,-4.02,-27.59,5.55,830.7102
2334,-5.25,-29.9,5.2,822.7075
2335,-5.5,-30.41,5.55,856.13025
2336,-26.42,-87.59,6.48,938.73114
2337,-27.23,-93.28,6.27,951.8811
2338,15.95,11.8,5.9,1442.1879
2339,7.41,-6.37,6.47,1554.3959
2340,2.41,-15.9,6.23,1038.688
2341,-25.19,-81.36,6.51,676.3989
2342,-0.38,-21.14,6.15,866.3914
2343,4.35,-12.42,4.15,1623.7158
2344,-7.39,-34.52,5.06,922.7335
2345,-26.63,-89.52,5.8,1189.4224
2346,26.15,45.48,6.54,1236.5992
2347,-4.27,-28.58,6.48,799.1205
2348,-23.97,-76.45,5.76,1318.3033
2349,-16.46,-54.0,6.07,1582.5801
2350,26.61,48.25,6.65,1289.006
2351,0.1,-20.58,6.59,625.3551
2352,-27.82,-100.35,5.56,1155.3116
2353,-20.76,-65.88,6.48,934.38873
2354,-27.04,-93.01,6.46,1051.6311
2355,-3.72,-28.04,6.16,958.5562
2356,-8.21,-36.66,4.6,517.9305
2357,-8.21,-36.66,5.4,517.9305
2358,-8.21,-36.66,5.6,517.9305
2359,-12.78,-46.2,5.77,1547.683
2360,-27.04,-93.47,6.27,1035.4124
2361,-18.76,-60.64,4.48,902.42914
2362,-0.58,-22.47,6.57,1159.1929
2363,25.92,43.71,5.73,1583.7949
2364,-18.59,-60.47,5.74,902.19476
2365,25.02,39.05,6.24,1875.9282
2366,3.31,-15.57,6.2,1186.3342
2367,-9.26,-39.58,5.93,1336.3522
2368,-21.47,-69.22,6.32,1067.3906
2369,-25.9,-87.08,5.82,965.8263
2370,0.68,-20.62,6.14,680.627
2371,2.93,-16.55,6.4,1011.7696
2372,10.52,-1.72,5.87,1476.0615
2373,-10.51,-42.42,6.16,1024.9316
2374,1.04,-20.2,6.65,511.7224
2375,0.95,-20.44,5.23,589.42065
2376,19.75,20.03,6.45,1176.9567
2377,-27.55,-100.04,5.38,1232.7545
2378,1.14,-20.39,6.03,677.18774
2379,-10.01,-41.81,5.15,1092.8485
2380,-16.46,-56.17,5.93,1692.6882
2381,-8.05,-38.02,5.43,820.5439
2382,-2.02,-26.43,5.84,1091.2905
2383,11.0,-1.32,6.42,1589.1992
2384,-23.84,-78.81,5.27,1398.3582
2385,-0.75,-24.3,4.5,1126.7439
2386,-6.9,-36.01,5.6,1059.8743
2387,-14.53,-52.11,4.33,1217.1724
2388,-19.1,-63.53,5.84,1034.1294
2389,-25.36,-85.89,5.22,1247.0614
2390,-21.01,-69.2,6.2,1138.1682
2391,2.55,-18.32,5.53,1443.4885
2392,-9.17,-40.85,6.24,1282.3231
2393,-19.61,-65.23,6.34,662.292
2394,22.04,26.13,5.94,1817.5552
2395,-4.52,-31.99,5.1,1311.1978
2396,24.82,36.91,5.92,1373.4703
2397,-17.68,-60.46,5.69,992.44965
2398,9.13,-6.04,5.27,1040.5099
2399,-19.72,-66.04,5.24,815.56726
2400,-24.0,-80.56,5.6,765.15015
2401,26.41,45.41,5.45,1297.5145
2402,20.64,21.39,5.85,1169.6572
2403,-13.18,-49.92,6.4,1354.0039
2404,-0.23,-24.3,6.45,1161.3375
2405,13.78,3.48,5.29,1242.0566
2406,1.0,-22.21,5.88,1136.0476
2407,-19.88,-67.03,6.44,837.5088
2408,-26.71,-95.48,6.29,1519.0719
2409,-3.19,-30.29,5.8,1155.3209
2410,-26.05,-91.43,6.15,1174.299
2411,-18.94,-64.69,5.42,690.46063
2412,-25.4,-88.03,5.7,1215.1796
2413,-1.37,-27.17,6.55,889.27246
2414,-13.68,-51.99,4.54,980.44006
2415,-17.54,-61.29,5.62,898.9014
2416,-23.8,-81.18,6.19,973.13544
2417,8.07,-9.38,6.44,1473.7883
2418,-5.67,-35.89,5.52,1572.7584
2419,14.54,4.21,5.69,1288.4009
2420,14.77,4.68,5.2,1355.947
2421,4.45,-16.77,1.93,1084.5386
2422,-0.31,-25.87,6.06,890.39044
2423,-11.61,-48.11,5.7,1097.4424
2424,-18.84,-65.35,5.59,718.8021
2425,10.17,-5.47,5.79,1044.02
2426,1.9,-21.71,6.38,979.82666
2427,15.86,7.11,4.79,1317.074
2428,-9.23,-43.24,5.97,995.33966
2429,-11.8,-48.69,3.95,1200.7539
2430,-1.82,-28.95,6.17,1121.3562
2431,-18.5,-64.7,6.35,841.86163
2432,-0.75,-26.98,6.15,891.0274
2433,-13.19,-51.82,6.35,972.04456
2434,16.55,8.54,6.41,1119.228
2435,-23.73,-81.93,4.39,930.4215
2436,7.27,-11.86,6.04,1810.7571
2437,-8.89,-43.03,6.12,1105.0903
2438,10.1,-6.24,6.03,1032.4114
2439,8.5,-9.58,6.38,1447.415
2440,-4.07,-33.71,6.14,1715.3776
2441,-0.65,-27.31,6.57,852.38367
2442,-2.11,-30.03,6.21,1102.832
2443,-11.11,-47.87,4.43,1140.5369
2444,-19.0,-66.82,6.04,825.50073
2445,-20.17,-70.22,6.34,1205.2169
2446,-18.57,-65.69,5.71,787.44916
2447,-16.78,-61.18,5.27,1140.341
2448,-10.37,-46.69,6.03,1379.7897
2449,3.35,-20.05,5.97,1091.2588
2450,-9.04,-44.26,4.82,1086.9442
2451,-20.54,-71.94,3.17,1548.7229
2452,13.69,0.7,6.46,1247.1123
2453,10.42,-6.47,6.42,919.8153
2454,0.49,-26.02,6.51,1015.69995
2455,-13.02,-53.11,6.05,954.30804
2456,2.2,-22.94,4.66,1127.2324
2457,5.23,-17.17,6.28,1184.2546
2458,2.77,-21.98,6.11,1208.3643
2459,17.26,8.82,5.02,1053.9679
2460,-15.69,-59.54,5.71,917.2371
2461,-2.08,-31.31,5.79,1386.5114
2462,-21.91,-77.12,4.93,1408.3044
2463,20.41,17.47,6.27,1746.7559
2464,14.47,1.71,6.19,1231.5647
2465,-18.47,-67.04,6.58,780.8434
2466,6.02,-16.16,5.21,1363.3309
2467,0.8,-26.21,6.37,1119.6765
2468,-25.19,-91.21,6.18,1261.7533
2469,-6.26,-40.05,5.19,1526.4902
2470,22.48,23.69,4.87,1265.8159
2471,14.24,0.65,6.31,1247.5012
2473,9.63,-9.54,2.98,1552.2075
2474,-0.47,-29.28,6.19,1147.2219
2475,-18.99,-69.3,6.12,1199.2257
2476,-21.4,-76.68,6.65,1397.5145
2477,21.93,21.31,5.35,1117.4543
2478,4.37,-20.3,4.49,979.08765
2479,0.06,-28.54,5.9,1162.566
2480,11.43,-6.08,5.44,1453.2081
2481,-11.84,-52.26,6.13,1166.3425
2482,-18.13,-67.45,6.29,741.3259
2483,17.52,7.64,5.25,1132.459
2484,4.5,-20.74,3.36,908.463
2485,21.69,19.74,6.33,1009.47974
2486,21.69,19.74,6.28,1009.47974
2487,19.47,12.74,5.22,1855.6292
2488,-18.2,-68.31,6.3,831.64404
2489,4.54,-20.99,6.46,939.86206
2490,24.88,32.2,5.14,1759.9406
2491,-8.88,-47.22,-1.46,1195.337
2492,-14.98,-60.53,5.2,679.98267
2493,-13.42,-57.03,6.45,1210.4872
2494,2.82,-24.73,5.93,1232.5276
2495,-11.72,-53.46,6.05,1099.3873
2497,-14.68,-60.11,6.54,816.9386
2498,-7.87,-45.57,5.32,1078.7269
2499,7.32,-16.2,6.2,1704.1195
2500,-15.08,-61.29,5.92,703.8071
2501,-14.73,-60.5,5.8,764.59766
2502,-5.64,-41.42,5.66,1387.8491
2503,2.75,-25.31,4.77,1198.1177
2504,-7.52,-45.33,5.29,1152.6357
2505,-26.48,-102.5,6.51,1181.612
2506,0.3,-30.38,4.47,1190.5929
