HR,Name,DM,HD,SAO,FK5,IFflag,r_IFflag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs19000,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
4443,,CD-28 8928,100286,179967,,,,,8202,B,,11,27,18.5,-,28,42,55,11,32,16.1,-,29,15,48,282.88,30.51,5.81,,,+0.53,,+0.02,,,,F8V,,-0.014,+0.138,D,+.013,+010,V?,,,,0.1,9.3,,,*
4444,,CD-28 8928,100287,179968,,,,,8202,A,,11,27,18.9,-,28,42,47,11,32,16.3,-,29,15,40,282.88,30.51,5.64,,,+0.53,,+0.04,,,,F8V,,-0.028,+0.145,D,+.013,+004,V?,,,,0.1,9.3,,,*
4445,,CD-26 8620,100307,179969,,I,,,,,,11,27,25.2,-,26,11,43,11,32,23.3,-,26,44,48,281.86,32.87,6.16,,,+1.66,,+1.99,,+0.98,E,M1III,,-0.079,+0.033,,,+035,V?,,,,,,,,
4446,,BD-07 3250,100343,138265,2921,I,,,,,,11,27,42.5,-,07,16,31,11,32,47.5,-,07,49,39,271.56,50.19,5.95,,,+1.38,,+1.64,,,,K4III,,-0.007,+0.004,,,-001,V?,,,,,,,,
4447,,CD-39 7168,100378,222856,2922,,,,,,,11,27,55.9,-,39,53,08,11,32,48.1,-,40,26,11,287.12,20.01,5.64,,,+1.58,,+1.81,,,,K6III,,-0.069,+0.052,,,+003,,,,,,,,,
4448,,CP-66 1605,100382,251451,,,,,,,,11,27,53.0,-,66,24,35,11,32,19.9,-,66,57,44,295.29,-05.27,5.90,,,+1.13,,+1.12,,,,K1IIICNIb-II,,-0.004,-0.001,,,-011,,,,,,,,,
4449,,CD-30 9303,100393,202554,,I,,,,,5246,11,27,57.2,-,30,32,07,11,32,54.1,-,31,05,14,283.75,28.84,5.04,,,+1.58,,+1.95,,+1.01,,M2IIIb,,-0.030,+0.006,,+.019,+019,,,,,,,,,
4450,Xi  Hya,CD-31 9083,100407,202558,434,I,,W,,,,11,28,04.9,-,31,18,15,11,33,00.1,-,31,51,28,284.08,28.13,3.54,,,+0.94,,+0.71,,+0.48,,G7III,,-0.206,-0.040,,+.027,-005,V,,,,7.0,68.2,,,*
4451,,BD-15 3295,100418,156750,,,,,,,,11,28,12.2,-,15,43,37,11,33,14.6,-,16,16,50,277.05,42.63,6.05,,,+0.60,,,,,,F9III,,-0.002,-0.043,,,-004,,,,,,,,,
4452,,BD+37 2195,100470,62604,2923,,,,,,,11,28,37.3,+,37,22,10,11,33,56.3,+,36,48,56,177.50,70.98,6.40,,,+1.05,,+0.93,,+0.53,,K0III,,-0.129,-0.046,,-.014,+018,SB,,,,,,,,*
4453,,CD-39 7175,100493,222863,,,,W,,,,11,28,44.7,-,40,02,06,11,33,37.3,-,40,35,13,287.33,19.92,5.39,,,+0.12,,,,,,A2IV-V,,-0.071,+0.024,,+.028,+009,,,137,,0.0,1.0,,,*
4454,,BD+11 2372,100518,99668,,,,,,,,11,28,59.0,+,11,34,37,11,34,10.0,+,11,01,25,250.77,65.72,6.55,,,+0.18,,+0.10,,+0.12,,A2m,,+0.045,-0.031,,,-005,V,,,,,,,,
4455,89    Leo,BD+03 2521,100563,118929,2924,,,,,,,11,29,14.8,+,03,36,56,11,34,22.0,+,03,03,36,262.18,59.69,5.77,,,+0.46,,+0.01,,,,F5V,,-0.182,-0.104,,+.045,+003,V?,,14,,,,,,
4456,90    Leo,BD+17 2374,100600,99673,,,,,8220,,,11,29,30.2,+,17,20,59,11,34,42.5,+,16,47,49,239.18,69.47,5.95,,,-0.16,,-0.64,,-0.14,,B4V,,-0.011,+0.003,D,+.003,+019,SB,,117,,1.1,3.6,AB,3,*
4457,,BD+55 1473,100615,28064,2925,,,,,,,11,29,34.4,+,55,20,16,11,35,04.9,+,54,47,07,144.44,59.04,5.63,,,+1.02,,,,,,K0III,,+0.008,+0.008,,,+018,V?,,,,,,,,
4458,,CD-32 8179,100623,202583,,,,,,,,11,29,37.8,-,32,18,05,11,34,29.5,-,32,49,53,284.79,27.31,5.98,,,+0.81,,+0.39,,+0.46,,K0V,,-0.674,+0.826,,+.106,-023,V,,,,,,,,
4459,,BD+21 2331,100655,81886,,,,,,,,11,29,50.7,+,20,59,40,11,35,03.8,+,20,26,29,229.80,71.32,6.45,,,+1.01,,,,,,G9III,,-0.059,-0.005,,,-007,,,,,,,,,
4460,,CP-53 4637,100673,239189,2926,,,,,,,11,30,01.0,-,53,42,42,11,34,45.7,-,54,15,51,291.79,6.94,4.62,,,-0.08,,-0.21,,-0.53,,B9Ve,,-0.056,+0.017,,,+003,V,,159,,,,,,*
4461,2    Dra,BD+70  670,100696,15567,,I,,,,,,11,30,11.3,+,69,52,46,11,36,02.8,+,69,19,22,132.45,46.38,5.20,,,+1.01,,+0.68,,+0.50,,K0III,,+0.111,-0.127,,+.025,-002,,<,19,:,,,,,
4462,,CD-48 6630,100708,222883,,,,,,,5253,11,30,09.5,-,48,35,18,11,34,56.8,-,49,08,12,290.29,11.85,5.50,,,+1.04,,+0.92,,,,K1III-IV,,-0.170,+0.168,,+.034,-001,,,,,,,,,
4463,,CD-46 7199,100733,222887,,,,W,,,V763 Cen,11,30,23.8,-,46,49,10,11,35,13.2,-,47,22,21,289.79,13.55,5.71,,,+1.66,,+1.93,,+1.00,E,M3III,,-0.089,-0.004,,+.008,+018,,,,,7.6,6.7,,,*
4464,,BD+11 2377,100740,99683,2927,,,,,,,11,30,32.7,+,11,27,53,11,35,43.4,+,10,54,40,251.62,65.92,6.56,,,+0.13,,+0.10,,,,A4Vn,,+0.035,-0.023,,,-005,SB,,232,,,,,,
4465,,BD+28 2022,100808,81893,,,,,8231,,,11,31,02.2,+,28,20,03,11,36,17.9,+,27,46,52,206.35,73.33,5.80,,,+0.23,,+0.07,,,,F0V,,+0.023,+0.003,D,+.012,+008,SB,,,,0.2,0.5,AB,3,*
4466,,CD-46 7205,100825,222895,435,,,,,,,11,31,04.6,-,47,05,14,11,35,55.6,-,47,38,30,289.99,13.32,5.25,,,+0.25,,+0.12,,,,A7m,,+0.036,-0.049,,+.022,+005,,,43,,,,,,
4467,Lam Cen,CP-62 2127,100841,251472,436,,,W,,,,11,31,10.0,-,62,27,59,11,35,46.8,-,63,01,11,294.47,-01.40,3.13,,,-0.04,,-0.17,,-0.01,,B9III,,-0.041,-0.005,,,-001,V,,0,,8.2,16.3,,,*
4468,21The Crt,BD-08 3202,100889,138296,1299,,,,,,,11,31,36.5,-,09,14,57,11,36,40.9,-,09,48,08,274.25,48.86,4.70,,,-0.08,,-0.18,,-0.07,,B9.5Vn,,-0.061,+0.008,,,+001,SB,,192,,,,,,*
4469,,CD-32 8199,100893,202622,,,,W,,,,11,31,37.2,-,33,00,57,11,36,35.0,-,33,34,12,285.51,26.76,5.74,,,+1.02,,+0.83,,,,K0III,,+0.040,-0.037,,,+042,,,,,2.1,3.3,AB,3,
4470,,CD-36 7291,100911,202627,,,,,,,,11,31,44.8,-,36,41,02,11,36,40.8,-,37,14,16,286.81,23.28,6.31,,,+0.06,,+0.06,,,,A1V,,-0.013,-0.019,,,-002,V,,,,,,,,
4471,91Ups Leo,BD-00 2458,100920,138298,437,I,,D,,,,11,31,49.7,-,00,16,18,11,36,56.9,-,00,49,26,267.26,56.80,4.30,,,+1.00,,+0.75,,+0.52,,G8.5IIICN-0.5,,+0.004,+0.043,,+.019,+001,,<,19,:,4.5,0.1,,,*
4472,,CP-60 3140,100929,251479,,,,,,,,11,31,42.2,-,60,29,57,11,36,22.3,-,61,03,08,293.97,0.51,5.83,,,-0.09,,-0.63,,,,B2.5IV,,-0.021,+0.008,,,+011,,,0,,,,,,*
4473,,CD-32 8202,100953,202634,,,,,,,,11,32,03.4,-,32,25,57,11,37,01.2,-,32,59,17,285.40,27.34,6.29,,,+0.46,,+0.06,,,,F6III-IV,,-0.011,-0.079,,,+010,,,,,,,,,
4474,,BD+51 1679,101013,28081,2929,,,,,,,11,32,28.4,+,51,10,21,11,37,53.0,+,50,37,06,148.77,62.66,6.14,,,+1.07,,+0.76,,+0.48,,G9III:Ba2.5,,-0.047,-0.021,,,-004,,,,,,,,,
4475,,CP-60 3182,101021,251486,,,,,,,,11,32,22.8,-,60,43,48,11,37,00.6,-,61,17,00,294.12,0.31,5.15,,,+1.12,,+1.15,,,,K0III,,-0.224,+0.006,,+.002,+003,,,,,,,,,*
4476,,CD-47 6997,101067,222917,,,,,,,,11,32,43.0,-,47,11,39,11,37,33.9,-,47,44,50,290.29,13.30,5.44,,,+1.24,,+1.30,,+0.44,E,K2III,,-0.072,+0.027,,+.001,-001,,,,,,,,,*
4477,59    UMa,BD+44 2110,101107,43837,,,,,,,,11,33,00.9,+,44,10,48,11,38,20.6,+,43,37,32,159.98,67.87,5.59,,,+0.33,,+0.01,,,,F2II-III,,-0.145,-0.033,,,+002,V,,51,,,,,,
4478,,BD+09 2523,101112,118961,,,,,,,,11,33,00.5,+,09,26,14,11,38,09.8,+,08,53,03,256.00,64.85,6.17,,,+1.08,,+0.95,,+0.36,E,K1III,,-0.059,+0.019,,,+011,,,,,,,,,*
4479,Pi  Cha,CP-75  744,101132,256857,438,,,,,,,11,33,08.1,-,75,20,34,11,37,15.6,-,75,53,48,298.36,-13.69,5.65,,,+0.35,,0.00,,+0.21,C,F1III,,-0.134,+0.001,,,-010,,,,,,,,,
4480,60    UMa,BD+47 1894,101133,43839,2931,,,,,,,11,33,11.4,+,47,23,20,11,38,33.5,+,46,50,03,154.16,65.63,6.10,,,+0.38,,+0.14,,,,F5III s,,-0.037,-0.033,,,-024,,,,,,,,,
4481,,BD+65  843,101150,15580,,,,,8249,,,11,33,12.1,+,64,54,02,11,38,49.2,+,64,20,49,135.31,51.00,6.46,R,,,,,,,,A5IV,,+0.016,+0.006,D,+.004,-022,,,,,1.3,1.8,,,
4482,,BD+34 2242,101151,62635,,,,,,,,11,33,15.6,+,34,10,47,11,38,32.2,+,33,37,32,186.02,73.02,6.27,,,+1.32,,+1.48,,,,K2III,,-0.028,-0.019,,,-006,,,,,,,,,
4483,1Ome Vir,BD+08 2532,101153,118965,2932,I,,,,,Ome Vir,11,33,18.2,+,08,41,16,11,38,27.6,+,08,08,03,257.26,64.32,5.36,,,+1.57,,+1.53,,,,M4III,,-0.006,+0.005,,-.005,+004,V?,,,,,,,,*
4484,,BD-01 2546,101154,138314,,,,,8247,,,11,33,17.5,-,01,52,57,11,38,24.1,-,02,26,10,269.29,55.59,6.22,,,+1.12,,+1.08,,,,G9III,,-0.031,+0.009,,,-015,V?,,,,4.7,5.2,,,*
4485,,CP-66 1629,101162,251501,2930,,,,,,,11,33,16.5,-,67,03,59,11,37,48.4,-,67,37,13,295.99,-05.75,5.96,,,+1.02,,+0.83,,,,K0III,,-0.083,-0.007,,,+034,,,,,,,,,
4486,,BD+45 1947,101177,43841,,,,,8250,A,,11,33,29.1,+,45,39,42,11,38,44.9,+,45,06,31,157.05,66.91,6.44,,,+0.56,,+0.05,,,,G0V,,-0.594,+0.026,,+.049,-018,SBO,,,,1.9,9.4,AB,5,*
4487,,CP-61 2463,101189,251505,,,,,,,,11,33,26.9,-,61,16,23,11,38,07.3,-,61,49,35,294.39,-00.18,5.15,,,-0.02,,-0.16,,,,ApHgMn,,-0.071,+0.017,,+.024,+004,,,0,,,,,,*
4488,24Iot Crt,BD-12 3466,101198,156802,,,,W,,,,11,33,35.2,-,12,39,05,11,38,40.1,-,13,12,07,277.00,45.97,5.48,,,+0.52,,,,,,F7V,,+0.092,+0.120,,,-024,,,,,5.4,1.4,,,
4489,,CD-24 9867,101259,180065,2933,,,,,,,11,33,59.0,-,24,09,38,11,39,00.4,-,24,43,16,282.69,35.29,6.42,,,+0.82,,+0.32,,,,G5,,+0.033,-0.241,,,+097,V?,,,,,,,,
4490,,BD-13 3420,101369,156820,2934,,,,8259,,,11,34,47.3,-,13,54,51,11,39,51.1,-,14,28,07,278.08,44.92,6.21,,,0.00,,,,,,A1V,,-0.038,-0.011,,,+005,,,68,,6.0,7.8,,,*
4491,,BD-15 3323,101370,156819,,I,,,,,5284,11,34,46.9,-,16,03,57,11,39,50.4,-,16,37,13,279.21,42.93,6.19,,,+1.62,,+1.75,,,,M3.5IIIBa0.2Ca1,,-0.010,-0.009,,,+026,V?,,,,,,,,*
4492,,CP-64 1685,101379,251522,,,,W,,,GT Mus,11,34,51.4,-,64,50,36,11,39,29.4,-,65,23,52,295.53,-03.56,5.17,,,+0.80,,+0.36,,+0.63,,G2III+A0V,,-0.042,-0.006,,+.006,+014,SB,,,,0.8,0.2,AB,4,*
4493,,BD+58 1331,101391,28093,,,,,,,,11,34,59.2,+,58,31,27,11,40,27.4,+,57,58,14,140.07,56.73,6.37,,,-0.12,,-0.34,,,,B9pHgMn:,,-0.012,+0.021,,,+004,,,,,,,,,
4494,Omi Hya,CD-34 7610,101431,202695,439,,,,,,,11,35,14.7,-,34,11,25,11,40,12.8,-,34,44,41,286.72,25.87,4.70,,,-0.07,,-0.22,,-0.05,,B9V,,-0.042,0.000,,,+006,,,188,:,,,,,
4495,92    Leo,BD+22 2391,101484,81941,2936,I,,,,,,11,35,35.1,+,21,54,30,11,40,47.1,+,21,21,10,228.85,72.91,5.26,,,+0.98,,+0.44,?,+0.48,,K1III,,-0.064,-0.049,,,+009,,<,17,,,,,,
4496,61    UMa,BD+35 2270,101501,62655,1300,,,W,,,5291,11,35,47.1,+,34,46,00,11,41,03.0,+,34,12,06,183.53,73.32,5.33,,,+0.72,,+0.25,,+0.36,,G8V,,-0.012,-0.381,,+.119,-005,V,<,17,,4.9,159.3,,,
4497,,CP-53 4691,101541,239284,,,,,,,5289,11,35,52.4,-,53,24,49,11,40,42.6,-,53,58,07,292.55,7.47,5.96,,,+1.66,,+2.02,,,,M1III,,+0.004,-0.019,,,-012,V?,,,,,,,,*
4498,,CD-28 9027,101563,180098,,,,,,,,11,36,10.3,-,28,38,52,11,41,08.4,-,29,11,47,284.99,31.21,6.44,,,+0.66,,+0.19,,,,G0V,,-0.324,+0.215,,+.032,-019,SB,,,,,,,,
4499,,CP-61 2514,101570,251535,,,,,,,,11,36,09.8,-,61,32,08,11,40,53.6,-,62,05,24,294.78,-00.34,4.94,,,+1.15,,+0.81,,+0.57,,G3Ib,,-0.020,+0.008,,+.025,+014,SB,,,,,,,,
4500,,BD+55 1481,101604,28101,,I,,,,,,11,36,18.6,+,55,43,34,11,41,43.6,+,55,10,21,142.47,59.23,6.27,,,+1.49,,,,,,K5,,-0.015,+0.023,,,-007,,,,,,,,,
4501,62    UMa,BD+32 2179,101606,62658,2938,,,W,,,,11,36,22.0,+,32,17,59,11,41,34.3,+,31,44,46,191.85,74.13,5.73,,,+0.43,,-0.07,,,,F4V,,-0.351,+0.032,,+.026,+032,V,=<,10,,4.3,84.3,,,*
4502,,CD-42 7155,101615,222960,2937,,,,,,,11,36,24.6,-,42,32,29,11,41,19.8,-,43,05,45,289.57,17.95,5.55,,,,,,,,,A0V,,-0.082,+0.003,,,+008,SB,,0,,,,,,
4503,,CD-31 9181,101666,202717,,I,,W,,,,11,36,44.2,-,31,56,38,11,41,44.0,-,32,29,59,286.29,28.11,5.22,,,+1.48,,+1.78,,,,K5III+F7V,,+0.004,-0.042,,+.015,+034,,,,,3.1,67.0,AC,4,*
4504,3    Dra,BD+67  714,101673,15606,440,I,,,,,,11,36,53.8,+,67,17,54,11,42,28.4,+,66,44,42,133.20,48.99,5.30,,,+1.28,,+1.24,,,,K3III,,-0.043,+0.038,,,+003,V?,<,17,,,,,,
4505,,BD+23 2375,101688,81949,,,,,,,,11,36,53.6,+,22,46,02,11,42,05.2,+,22,12,39,226.49,73.51,6.59,R,,,,,,,,F2IV-V,,-0.092,-0.063,,,-023,,,60,,,,,,
4506,,BD-19 3326,101695,180117,,,,,,,,11,37,00.6,-,19,44,17,11,42,03.5,-,20,17,38,281.62,39.69,6.22,,,+0.95,,,,,,K0,,-0.015,-0.048,,,-014,V,,,,,,,,
4507,,CP-82  469,101782,258621,3982,,,W,,,,11,37,33.2,-,82,32,44,11,41,01.2,-,83,06,00,300.71,-20.53,6.33,,,+1.08,,+0.88,,,,K0III,,-0.071,+0.015,,,+012,,,,,5.2,22.2,,,
4508,,CD-36 7371,101883,202744,2939,,,,,,,11,38,28.3,-,36,38,04,11,43,27.2,-,37,11,25,288.20,23.73,5.98,,,+1.46,,+1.71,,,,K3III,,-0.015,-0.024,,,+036,,,,,,,,,
4509,,CP-78  677,101917,256865,,,,,,,,11,38,41.0,-,78,45,04,11,42,55.4,-,79,18,23,299.66,-16.87,6.39,,,+0.90,,+0.59,,,,K0III-IV,,+0.132,-0.008,,,+033,,,,,,,,,
4510,,BD-05 3340,101933,138375,,,,,,,,11,38,48.6,-,06,07,15,11,43,55.1,-,06,40,38,274.69,52.45,6.07,,,+0.96,,+0.71,,,,gG8,,+0.059,-0.040,,,-003,V?,,,,,,,,
4511,,CP-61 2559,101947,251555,,I,,,,,V810 Cen,11,38,44.8,-,61,56,04,11,43,31.2,-,62,29,22,295.18,-00.64,5.03,,,+0.80,,+0.35,,+0.36,,G00-IaFe1,v,-0.008,+0.003,,+.037,+010,V,,,,,,,,*
4512,,BD+26 2250,101980,81960,2940,I,,,8285,,,11,39,00.8,+,25,46,23,11,44,13.2,+,25,13,06,216.37,74.81,6.02,,,+1.53,,+1.85,,,,K5III,,-0.014,+0.012,,,-003,V?,,,,4.7,36.7,,,*
4513,,CP-62 2250,101995,251559,,,,,,,,11,39,06.1,-,62,19,22,11,43,52.9,-,62,52,42,295.32,-01.01,6.10,,,+0.06,,+0.13,,,,A2III-IV,,+0.017,-0.015,,,+002,V?,,,,,,,,
4514,27Zet Crt,BD-17 3460,102070,156869,1301,I,,,,,,11,39,41.6,-,17,47,41,11,44,45.8,-,18,21,03,281.53,41.73,4.73,,,+0.97,,+0.74,,+0.48,,G8IIIa,,+0.031,-0.030,,+.030,-005,,<,19,:,,,,,*
4515,2Xi  Vir,BD+09 2545,102124,119029,,,,,,,,11,40,07.7,+,08,48,51,11,45,17.1,+,08,15,30,260.18,65.48,4.85,,,+0.18,,+0.10,,,,A4V,,+0.061,-0.018,,+.039,-001,V,,158,,,,,,
4516,,CD-48 6777,102150,222997,,,,,,,,11,40,17.0,-,48,30,54,11,45,12.6,-,49,04,11,291.91,12.38,6.26,,,+1.17,,,,,,K1III,,-0.031,+0.014,,,+004,,,,,,,,,
4517,3Nu  Vir,BD+07 2479,102212,119035,1302,I,,,,,5318,11,40,43.1,+,07,05,23,11,45,51.6,+,06,31,46,262.86,64.18,4.03,,,+1.51,,+1.79,,+1.01,,M1IIIab,e,-0.018,-0.184,,+.014,+051,V?,,,,,,,,*
4518,63Chi UMa,BD+48 1966,102224,43886,441,I,,,,,5319,11,40,46.3,+,48,20,02,11,46,03.0,+,47,46,46,150.32,65.72,3.71,,,+1.18,,+1.16,,+0.60,,K0.5IIIb,,-0.137,+0.030,,+.019,-009,V,<,19,:,,,,,*
4519,,CD-44 7564,102232,223009,,,,,,,5317,11,40,46.9,-,45,08,06,11,45,43.9,-,45,41,24,291.09,15.67,5.29,,,-0.12,,-0.55,,-0.04,C,B6III,,-0.047,+0.009,,,-010,V?,,56,,,,,,
4520,Lam Mus,CP-66 1640,102249,251575,442,,,W,,,,11,40,53.1,-,66,10,27,11,45,36.4,-,66,43,43,296.49,-04.68,3.64,,,+0.16,,+0.15,,+0.08,,A7III,,-0.103,+0.037,,,+016,,,71,,9.0,40.6,,,*
4521,,BD+56 1544,102328,28142,2941,I,,,,,,11,41,34.5,+,56,11,04,11,46,55.6,+,55,37,42,140.77,59.21,5.27,,,+1.27,,+1.48,,+0.60,,K2.5IIIbCN1Ca1,,+0.014,-0.030,,,+002,,<,19,:,,,,,
4522,,CP-60 3325,102350,251579,443,,,W,,,5325,11,41,40.4,-,60,37,21,11,46,30.8,-,61,10,42,295.19,0.71,4.11,,,+0.90,,+0.58,,+0.43,,G5Ib-II,,-0.027,-0.015,,+.011,-003,,,,,8.8,25.,,,*
4523,,CD-39 7301,102365,223020,,I,',,,,,11,41,44.9,-,39,57,22,11,46,31.1,-,40,30,02,289.82,20.71,4.91,,,+0.66,,+0.10,,+0.38,,G3V,,-1.531,+0.401,,+.099,+015,,,,,,,,,*
4524,,CD-35 7438,102397,202805,,,,,,,,11,42,05.7,-,35,21,02,11,47,07.0,-,35,54,25,288.58,25.17,6.17,,,+0.96,,,,,,G8III,,+0.034,-0.037,,,+009,V,,,,,,,,
4525,,CD-29 9337,102438,202811,,,,,,,,11,42,15.6,-,29,43,28,11,47,15.7,-,30,17,13,286.84,30.58,6.48,,,+0.68,,+0.24,,,,G5V,,-0.276,-0.240,,+.064,+012,,,,,,,,,
4526,,CP-57 4989,102461,239373,2942,,,,,,5334,11,42,25.9,-,57,08,29,11,47,19.1,-,57,41,47,294.42,4.11,5.41,,,+1.67,,+1.99,,,,K5III,,-0.025,+0.017,,+.004,-052,,,,,,,,,*
4527,93    Leo,BD+21 2358,102509,81998,1304,I,,W,,,DQ Leo,11,42,49.6,+,20,46,29,11,47,59.1,+,20,13,08,235.01,73.93,4.53,,,+0.55,,+0.28,,+0.36,,G5III-IVe+A7V,,-0.149,-0.003,,+.022,+000,SBO,=<,50,,4.4,74.3,,,*
4528,4    Vir,BD+09 2549,102510,119058,,,,W,,,,11,42,46.6,+,08,48,05,11,47,54.9,+,08,14,45,261.46,65.86,5.32,,,+0.02,,+0.04,,,,A1,,-0.057,+0.012,,+.017,-001,V,,68,,6.8,150.2,AB,3,
4529,,BD-09 3366,102574,156896,,,,W,,,,11,43,18.3,-,09,45,15,11,48,23.5,-,10,18,48,278.60,49.56,6.26,,,+0.58,,+0.13,,,,F7V,,-0.099,-0.115,,,+015,V?,=<,10,,3.3,88.4,AB,3,*
4530,Mu  Mus,CP-66 1649,102584,251597,,,,,,,Mu  Mus,11,43,25.7,-,66,15,31,11,48,14.3,-,66,48,53,296.76,-04.70,4.72,,,+1.54,,+1.91,,+0.88,,K4III,,+0.013,-0.015,,+.013,+037,,,,,,,,,*
4531,,BD+15 2381,102590,99800,,,,,8311,,5344,11,43,29.9,+,14,50,23,11,48,38.7,+,14,17,03,251.07,70.53,5.88,,,+0.29,,+0.07,,,,F0V,,-0.107,+0.007,,+.053,+006,V,,,,2.4,1.1,,,*
4532,,CD-26 8789,102620,180208,1305,I,,,,,II Hya,11,43,41.9,-,26,11,37,11,48,45.1,-,26,44,59,286.01,34.05,5.11,,,+1.60,,+1.67,,,,M4+III,,-0.032,-0.010,,+.019,+007,,,,,,,,,*
4533,,BD+00 2843,102634,138420,,,,,,,,11,43,55.3,+,00,14,14,11,49,01.2,-,00,19,07,271.74,58.72,6.15,,,+0.52,,+0.08,,,,F7V,,-0.217,+0.009,,,+004,V?,,6,,,,,,
4534,94Bet Leo,BD+15 2383,102647,99809,444,I,,,8314,,Bet Leo,11,43,57.5,+,15,07,52,11,49,03.6,+,14,34,19,250.65,70.81,2.14,,,+0.09,,+0.07,,+0.02,,A3V,,-0.497,-0.114,,+.082,-000,V,,121,,6.5,264.0,AD,4,*
4535,,BD+17 2402,102660,99812,,,,,,,,11,44,04.8,+,16,48,01,11,49,14.9,+,16,14,34,246.81,71.94,6.04,,,+0.27,,+0.14,,,,A3m,,+0.054,-0.061,,,-023,SB1O,,22,,,,,,*
4536,,BD+35 2284,102713,62718,,,,,,,,11,44,30.0,+,35,29,15,11,49,41.7,+,34,55,54,178.56,74.67,5.70,,,+0.46,,+0.02,,,,F5IV,,-0.115,+0.006,,,-007,SBO,,,,,,,,*
4537,,CP-63 1988,102776,251602,2944,,,,,,5357,11,44,48.9,-,63,13,57,11,49,41.1,-,63,47,18,296.18,-01.73,4.32,,,-0.15,,-0.59,,-0.14,,B3Vne,,-0.021,+0.006,,,+029,V,,268,,,,,,*
4538,,CP-69 1595,102839,251604,2945,,,,,,,11,45,09.3,-,69,40,11,11,49,56.6,-,70,13,33,297.74,-07.98,4.97,,,+1.40,,+1.22,,+0.75,,G6Ib,,-0.009,+0.001,,+.009,+018,,,,,,,,,
4539,,BD-15 3363,102845,156926,,,,,,,,11,45,14.2,-,15,18,29,11,50,19.5,-,15,51,50,282.11,44.52,6.13,,,+0.95,,,,,,K0,,-0.013,+0.009,,,-004,V,,,,,,,,
4540,5Bet Vir,BD+02 2489,102870,119076,445,I,,W,,,,11,45,29.1,+,02,19,42,11,50,41.7,+,01,45,53,270.50,60.75,3.61,,,+0.55,,+0.11,,+0.28,,F9V,,+0.743,-0.271,,+.104,+005,V,,3,,5.0,512.3,AC,3,*
4541,,CP-61 2677,102878,251605,,,,,,,,11,45,33.3,-,62,05,36,11,50,27.2,-,62,38,58,295.99,-00.60,5.70,,,+0.26,,-0.04,,,,A2Iab,,-0.012,-0.002,,,-010,,,,,,,,,*
4542,,CD-26 8807,102888,180232,,,,,,,,11,45,33.9,-,26,43,19,11,50,37.1,-,27,16,40,286.67,33.67,6.48,,,+0.98,,,,,,G8III,,-0.087,+0.010,,,-003,,,,,,,,,
4543,,BD+13 2465,102910,99827,2946,,,,8320,,,11,45,47.4,+,12,50,03,11,50,55.3,+,12,16,44,256.30,69.47,6.35,,,+0.27,,+0.08,,,,F0IVm s,,-0.137,+0.023,,,+007,,,60,,4.9,14.9,,,*
4544,,BD-04 3152,102928,138445,1306,,,D,,,,11,45,55.4,-,04,46,38,11,51,02.2,-,05,20,00,276.47,54.41,5.64,,,+1.06,,+0.88,,,,K0III,,+0.003,0.000,,,+012,SB,,,,,,,,*
4545,,BD+34 2264,102942,62731,,,,W,,,,11,45,57.7,+,33,55,50,11,51,09.4,+,33,22,30,183.62,75.58,6.27,,,+0.32,,+0.11,,+0.09,,Am,,-0.021,+0.019,,,+002,V,,,,2.5,46.6,,,
4546,,CD-44 7614,102964,223062,446,,,,,,,11,46,08.6,-,44,37,01,11,51,08.7,-,45,10,25,291.92,16.40,4.46,,,+1.30,,+1.46,,+0.67,,K3III,,-0.070,-0.010,,+.022,+002,,,,,,,,,
4547,,BD-11 3190,102990,156940,2947,,,W,,,5365,11,46,17.5,-,11,37,58,11,51,21.9,-,12,11,16,280.66,48.07,6.35,,,+0.40,,,,,,F1III-IV,,-0.238,+0.048,,,+009,,,28,,7.2,30.7,,,
4548,,CD-30 9506,103026,202883,2948,,,,,,,11,46,38.0,-,30,16,14,11,51,41.6,-,30,50,06,288.08,30.31,5.85,,,+0.56,,+0.05,,,,F7V,,-0.010,-0.295,,+.019,+033,,,,,,,,,
4549,,CP-64 1724,103079,251617,,,,W,,,,11,46,57.6,-,64,38,58,11,51,51.2,-,65,12,22,296.73,-03.05,4.90,,,-0.11,,-0.54,,-0.13,,B4V,,-0.039,-0.010,,,+021,V?,,57,,2.2,1.8,,,*
4550,,BD+38 2285,103095,62738,1307,,,,,,CF UMa,11,47,13.0,+,38,26,10,11,52,58.8,+,37,43,07,168.42,73.69,6.45,,,+0.75,,+0.17,,+0.45,,G8Vp,,+4.003,-5.813,,+.116,-098,V,,,,5.5,1.7,,,*
4551,,CP-56 4836,103101,239443,,,,W,,,,11,47,13.3,-,56,25,56,11,52,10.1,-,56,59,16,294.89,4.96,5.57,,,+0.07,,,,,,A2V,,-0.119,+0.033,,,+023,V?,,,,5.3,54.6,AB,3,
