HR,Name,GLON,GLON_shifted,GLAT,Vmag
7152,Eps CrA,359.54,-179.54,-17.32,4.87
7153,,87.41,92.59,22.31,6.22
7154,,78.66,101.34,19.56,5.77
7155,,11.17,168.83,-12.48,6.62
7156,,357.2,-177.2,-18.27,6.49
7157,13    Lyr,73.81,106.19,17.79,4.04
7158,64    Ser,35.85,144.15,-0.14,5.57
7159,,13.36,166.64,-11.52,6.14
7160,,111.64,68.36,26.93,6.39
7161,,326.72,-146.72,-26.23,5.88
7162,,63.35,116.65,13.27,5.22
7163,,39.28,140.72,1.3,6.21
7164,,17.12,162.88,-10.06,6.37
7165,,49.21,130.79,6.36,5.38
7166,,22.33,157.67,-7.55,5.53
7167,10    Aql,46.16,133.84,4.7,5.89
7168,,11.31,168.69,-12.94,6.36
7169,,359.76,-179.76,-17.73,6.69
7170,,359.76,-179.76,-17.74,6.4
7171,,51.45,128.55,7.34,6.5
7172,11    Aql,45.94,134.06,4.5,5.23
7173,,42.85,137.15,2.88,6.75
7174,,68.51,111.49,15.21,5.89
7175,48    Dra,87.87,92.13,22.02,5.66
7176,13Eps Aql,47.3,132.7,5.04,4.02
7177,,355.04,-175.04,-19.6,6.23
7178,14Gam Lyr,63.32,116.68,12.81,3.24
7179,,70.88,109.12,16,6.22
7180,52Ups Dra,102.15,77.85,25.36,4.82
7181,,57.41,122.59,9.94,5.27
7182,,13.53,166.47,-12.26,6.24
7183,,54.32,125.68,8.41,6.29
7184,,88.33,91.67,22.04,6.46
7185,,69.51,110.49,15.36,6.41
7186,,20.35,159.65,-9.1,6.32
7187,,95.68,84.32,23.95,5.63
7188,Zet CrA,354.91,-174.91,-19.83,4.75
7190,,345.82,-165.82,-22.64,5.93
7191,,92.68,87.32,23.18,6.45
7192,15Lam Lyr,62.91,117.09,12.38,4.93
7193,12    Aql,28.98,151.02,-4.89,4.02
7194,38Zet Sgr,6.84,173.16,-15.35,2.6
7195,,11.6,168.4,-13.32,5.65
7196,,80.84,99.16,19.57,6.3
7197,,358.75,-178.75,-18.57,5.74
7198,,51.26,128.74,6.63,6.39
7199,,107.07,72.93,26.1,6.22
7200,,52.67,127.33,7.25,6.69
7201,,71,109,15.73,6.65
7202,,57.62,122.38,9.65,5.69
7203,,16.87,163.13,-11.12,6.05
7204,,64.53,115.47,12.89,6.01
7205,,17,163,-11.07,6.37
7206,,56.49,123.51,9.05,6.72
7207,,54.01,125.99,7.78,6.4
7208,,41.63,138.37,1.4,6.3
7209,14    Aql,30.94,149.06,-4.23,5.42
7210,,80.64,99.36,19.29,5.38
7211,,5.88,174.12,-16.16,5.5
7212,,64.44,115.56,12.65,6.39
7213,Rho Tel,344.54,-164.54,-23.35,5.16
7214,,35.93,144.07,-1.86,5.83
7215,16    Lyr,77.15,102.85,17.86,5.01
7216,,51.77,128.23,6.41,6.09
7217,39Omi Sgr,14.71,165.29,-12.51,3.77
7218,49    Dra,85.83,94.17,20.86,5.48
7219,,37.35,142.65,-1.31,6.73
7220,,29.33,150.67,-5.47,6.9
7221,,327.17,-147.17,-26.76,5.33
7222,,53.3,126.7,6.95,6.52
7223,,348.8,-168.8,-22.36,5.97
7224,,100.31,79.69,24.65,6.52
7225,15    Aql,30.88,149.12,-4.84,5.42
7226,Gam CrA,0.16,179.84,-18.73,4.93
7227,Gam CrA,0.16,179.84,-18.73,4.99
7228,Sig Oct,303.91,-123.91,-27.71,5.47
7229,,82.47,97.53,19.59,6.31
7230,,20.44,159.56,-10.16,5.97
7231,,33.17,146.83,-3.78,6.53
7232,,359.46,-179.46,-19.08,6.16
7233,,341.05,-161.05,-24.51,6.49
7234,40Tau Sgr,9.34,170.66,-15.37,3.32
7235,17Zet Aql,46.86,133.14,3.25,2.99
7236,16Lam Aql,30.26,149.74,-5.51,3.44
7237,,62.98,117.02,11.26,5.56
7238,,62.05,117.95,10.83,6.06
7239,,20.04,159.96,-10.66,6.03
7240,,8.46,171.54,-15.86,6.04
7241,,17.75,162.25,-11.78,6.29
7242,Del CrA,356.86,-176.86,-20.24,4.59
7243,,41.95,138.05,0.45,6.09
7244,,61.38,118.62,10.32,6.31
7245,,35.3,144.7,-3.2,6.56
7246,,12.32,167.68,-14.45,6.3
7247,,108.5,71.5,26.02,6.54
7248,18    Aql,44.55,135.45,1.63,5.09
7249,,17.35,162.65,-12.26,5.54
7250,,56.3,123.7,7.67,5.77
7251,51    Dra,83.76,96.24,19.56,5.38
7252,,80.32,99.68,18.34,6.43
7253,,60.28,119.72,9.6,5.55
7254,Alp CrA,359.54,-179.54,-19.59,4.11
7255,,357.62,-177.62,-20.26,6.46
7256,,1.28,178.72,-19.02,6.56
7257,,355.55,-175.55,-20.98,5.88
7258,,72.15,107.85,14.98,6.49
7259,Bet CrA,358.14,-178.14,-20.17,4.11
7260,,49.8,130.2,4.07,6.07
7261,17    Lyr,63.91,116.09,11.11,5.23
7262,18Iot Lyr,67.23,112.77,12.65,5.28
7263,,54.15,125.85,6.24,6.23
7264,41Pi  Sgr,15.89,164.11,-13.29,2.89
7265,,17.03,162.97,-12.8,6.13
7266,19    Aql,40.34,139.66,-1.12,5.22
7267,,49.88,130.12,3.91,6.48
7268,,358.54,-178.54,-20.25,6.36
7269,,34.65,145.35,-4.29,6.34
7270,,7.95,172.05,-16.96,6.3
7271,,346.77,-166.77,-23.85,6.13
7272,,65.99,114.01,11.69,6.74
7273,,0.05,179.95,-19.99,6.57
7274,Tau Pav,326.38,-146.38,-27.43,6.27
7275,,82.98,97.02,18.73,5.81
7276,,15.55,164.45,-14.13,6.41
7277,,11.59,168.41,-15.98,5.8
7278,,329.22,-149.22,-27.27,5.53
7279,20    Aql,28.23,151.77,-8.31,5.34
7280,,59.04,120.96,7.79,6.36
7281,,352.43,-172.43,-22.76,5.92
7282,,24.34,155.66,-10.35,5.51
7283,19    Lyr,63.19,116.81,9.75,5.98
7284,,71.62,108.38,13.7,6.18
7285,,50.3,129.7,3.08,6.73
7286,,54.5,125.5,5.23,5.93
7287,21    Aql,37.52,142.48,-3.9,5.15
7288,,40.39,139.61,-2.42,6.49
7289,,352.23,-172.23,-23.13,5.4
7290,55    Dra,96.82,83.18,22.8,6.25
7291,,13.46,166.54,-15.78,6.25
7292,42Psi Sgr,12.42,167.58,-16.2,4.85
7293,,80.67,99.33,17.27,6.75
7294,,80.67,99.33,17.27,6.57
7295,53    Dra,87.56,92.44,19.81,5.12
7296,,4.43,175.57,-19.45,6.25
7297,,343.88,-163.88,-25.32,6.38
7298,20Eta Lyr,70.62,109.38,12.75,4.39
7299,,53.56,126.44,4.11,6
7300,,49.05,130.95,1.67,5.57
7301,1    Sge,54.5,125.5,4.53,5.64
7302,,62.85,117.15,8.72,5.85
7303,22    Aql,40.1,139.9,-3.35,5.59
7304,43    Sgr,18.61,161.39,-14.13,4.96
7305,,60.14,119.86,7.23,6.54
7306,1    Vul,54.74,125.26,4.41,4.77
7307,,48.69,131.31,1.19,5.63
7308,,60.56,119.44,7.44,6.16
7309,54    Dra,88.52,91.48,19.81,4.99
7310,57Del Dra,98.65,81.35,23,3.07
7311,,81.09,98.91,16.87,6.27
7312,59    Dra,108.08,71.92,25.31,5.13
7313,,37.76,142.24,-4.93,6.19
7314,21The Lyr,69.9,110.1,11.86,4.36
7315,25Ome1Aql,46.24,133.76,-0.49,5.28
7316,,2.76,177.24,-20.69,5.59
7317,,21.95,158.05,-13,6.06
7318,2    Vul,56.36,123.64,4.85,5.43
7319,23    Aql,37,143,-5.53,5.1
7320,,327.36,-147.36,-28.06,6.34
7321,24    Aql,36.37,143.63,-5.94,6.41
7322,,78.24,101.76,15.44,6
7323,,6.43,173.57,-19.62,6.58
7324,,63.56,116.44,8.44,6.68
7325,,44.61,135.39,-1.64,6.32
7326,,53.44,126.56,3.05,6.58
7327,,15.63,164.37,-16.16,5.58
7328,1Kap Cyg,84.4,95.6,17.85,3.77
7329,Eta Tel,342.9,-162.9,-26.21,5.05
7330,,3.33,176.67,-20.9,6.48
7331,28    Aql,47.14,132.86,-0.52,5.53
7332,29Ome2Aql,46.42,133.58,-0.96,6.02
7333,26    Aql,31.39,148.61,-8.93,5.01
7334,,356.15,-176.15,-23.18,6.34
7335,,65.8,114.2,9.3,6.6
7336,27    Aql,35.47,144.53,-6.89,5.49
7337,Bet1Sgr,353.61,-173.61,-23.93,4.01
7338,,69.49,110.51,11.09,6.22
7339,,18.74,161.26,-15.1,6.26
7340,44Rho1Sgr,20.06,159.94,-14.55,3.93
7341,,80.82,99.18,16.19,6.31
7342,46Ups Sgr,21.84,158.16,-13.77,4.61
7343,Bet2Sgr,353.28,-173.28,-24.11,4.29
7344,45Rho2Sgr,19.64,160.36,-14.77,5.87
7345,,69.45,110.55,10.93,6.31
7346,,67.57,112.43,9.82,6.31
7347,,29.07,150.93,-10.57,6.31
7348,Alp Sgr,357.71,-177.71,-23.09,3.97
7349,,36.25,143.75,-6.99,5.83
7350,,354.48,-174.48,-24.03,6.17
7351,,85.53,94.47,17.88,6.26
7352,60Tau Dra,104.73,75.27,24.21,4.45
7353,,29.88,150.12,-10.38,6.32
7354,,45.33,134.67,-2.36,6.35
7355,,10.68,169.32,-19.04,6.04
7356,,88.77,91.23,18.99,5.91
7357,,49.78,130.22,-0.07,6.64
7358,3    Vul,59.78,120.22,5.32,5.18
7359,,66.25,113.75,8.71,6.06
7360,,9.3,170.7,-19.67,5.93
7361,,95.51,84.49,21.33,6.52
7362,47Chi1Sgr,14.03,165.97,-17.95,5.03
7363,49Chi3Sgr,14.58,165.42,-17.79,5.43
7364,,54.57,125.43,2.32,6.4
7365,,88.95,91.05,18.89,6.43
7366,,32.38,147.62,-9.69,6.52
7367,,24.14,155.86,-13.7,5.69
7368,,66.07,113.93,8.38,6.37
7369,2    Sge,51.7,128.3,0.63,6.25
7370,,343.15,-163.15,-26.9,5.69
7371,58Pi  Dra,96.9,83.1,21.66,4.59
7372,2    Cyg,62.9,117.1,6.63,4.97
7373,31    Aql,47.36,132.64,-1.86,5.16
7374,,61.56,118.44,5.87,6.53
7375,50    Sgr,16.77,163.23,-17.13,5.59
7376,,69.04,110.96,9.74,6.36
7377,30Del Aql,39.62,140.38,-6.13,3.36
7378,,23.15,156.85,-14.37,5.72
7379,,23.64,156.36,-14.21,6.7
7380,,9.02,170.98,-20.21,5.67
7381,,81.81,98.19,15.76,6.51
7382,,75.39,104.61,12.82,5.84
7383,,327.32,-147.32,-28.72,5.96
7384,,54.75,125.25,2,6.31
7385,4    Vul,54.35,125.65,1.75,5.16
7386,,58.86,121.14,4.18,6.19
7387,32Nu  Aql,37.26,142.74,-7.64,4.66
7388,,341.97,-161.97,-27.37,6.13
7389,,48.49,131.51,-1.66,5.74
7390,5    Vul,54.69,125.31,1.74,5.63
7391,,54.54,125.46,1.59,5.81
7392,,355.03,-175.03,-24.84,5.71
7393,Mu  Tel,342.35,-162.35,-27.42,6.3
7394,Lam UMi,121.94,58.06,27.51,6.38
7395,4    Cyg,69.11,110.89,9.31,5.15
7396,,49.73,130.27,-1.31,6.32
7397,,39.79,140.21,-6.85,5.85
7398,,12,168,-19.83,5.52
7399,,6.91,173.09,-21.67,6.6
7400,35    Aql,38.99,141.01,-7.45,5.8
7401,,89.43,90.57,18.45,6.6
7402,,30.91,149.09,-11.62,6.61
7403,,70.71,109.29,9.79,6.34
7404,,37.5,142.5,-8.3,6.25
7405,6Alp Vul,58.99,121.01,3.4,4.44
7406,8    Vul,59.11,120.89,3.4,5.81
7407,,50.21,129.79,-1.55,5.56
7408,7Iot1Cyg,84.02,95.98,16.01,5.75
7409,7    Vul,55.2,124.8,1.18,6.33
7410,,17.66,162.34,-17.93,6.13
7411,,344.56,-164.56,-27.45,5.75
7412,,39.98,140.02,-7.26,6.09
7413,,93.93,86.07,20.02,6.38
7414,36    Aql,34.93,145.07,-10,5.03
7415,,40.5,139.5,-7.09,6.05
7416,,353.26,-173.26,-25.97,5.61
7417,6Bet1Cyg,62.11,117.89,4.57,3.08
7418,6Bet2Cyg,62.12,117.88,4.57,5.11
7419,,69.46,110.54,8.44,6.25
7420,10Iot2Cyg,83.61,96.39,15.45,3.79
7421,,60.99,119.01,3.81,5.87
7422,,358.92,-178.92,-24.81,5.89
7423,,111.52,68.48,25.3,6.05
7424,Iot Tel,350.25,-170.25,-26.89,4.9
7425,,115.68,64.32,26.27,6.53
7426,8    Cyg,67.97,112.03,7.44,4.74
7427,,82.38,97.62,14.62,5.53
7428,,87.51,92.49,16.87,6.37
7429,38Mu  Aql,44.41,135.59,-6.01,4.45
7430,37    Aql,28.3,151.7,-14.44,5.12
7431,51    Sgr,14.79,165.21,-20.3,5.65
7432,,31.22,148.78,-13.17,6.34
7433,,26.77,153.23,-15.26,6.27
7434,,339.28,-159.28,-28.86,6.18
7435,,329.34,-149.34,-29.51,6.39
7436,,72,108,9.12,6.61
7437,9    Vul,55.35,124.65,-0.14,5
7438,,40.6,139.4,-8.42,6.38
7439,,20.57,159.43,-18.16,6.11
7440,52    Sgr,14.68,165.32,-20.51,4.6
7441,9    Cyg,63.87,116.13,4.5,5.38
7442,,81.58,98.42,13.83,5.96
7443,,21.23,158.77,-18.05,5.64
7444,,75.38,104.62,10.62,5.35
7445,,47.98,132.02,-4.65,6.68
7446,39Kap Aql,31.77,148.23,-13.29,4.95
7447,41Iot Aql,36.99,143.01,-10.66,4.36
7448,,91.89,88.11,18.38,6.29
7449,,50.84,129.16,-3.11,6.38
7450,,102.62,77.38,22.41,6.07
7451,,83.46,96.54,14.59,5.73
7452,,57.99,122.01,0.91,6.32
7453,,80.64,99.36,13.21,6.67
7454,,25.05,154.95,-16.56,5.47
7455,,330.29,-150.29,-29.68,6.09
7456,,48.18,131.82,-4.75,5.98
7457,11    Cyg,70.58,109.42,7.89,6.05
7458,,56.07,123.93,-0.29,7.14
7459,,343.36,-163.36,-28.71,6.26
7460,42    Aql,34.06,145.94,-12.42,5.46
7461,,353.53,-173.53,-27.06,6.25
7462,61Sig Dra,101.32,78.68,21.89,4.68
7463,4Eps Sge,52.77,127.23,-2.32,5.66
7464,,359.88,-179.88,-25.72,6.61
7465,,82.65,97.35,13.93,6.52
7466,,64,116,3.99,6.43
7467,,71.97,108.03,8.37,6.5
7468,,77.62,102.38,11.35,5.17
7469,13The Cyg,82.66,97.34,13.85,4.48
7470,53    Sgr,16.41,163.59,-20.64,6.34
7471,,41.43,138.57,-8.94,6.35
7472,,56.66,123.34,-0.41,6.48
7473,,16.43,163.57,-20.7,5.97
7474,44Sig Aql,43.27,136.73,-8.07,5.17
7475,,53.12,126.88,-2.71,6.38
7476,54    Sgr,23.47,156.53,-18.07,6.2
7477,,81.91,98.09,13.22,6.47
7478,12Phi Cyg,64.95,115.05,3.97,4.69
7479,5Alp Sge,54.45,125.55,-2.14,4.37
7480,45    Aql,38.06,141.94,-11.24,5.67
7481,,68.34,111.66,5.76,6.1
7482,,56.64,123.36,-1,6.5
7483,14    Cyg,76.16,103.84,10.03,5.4
7484,,87.25,92.75,15.59,5.82
7485,,59.48,120.52,0.56,6.64
7486,,50.91,129.09,-4.41,6.01
7487,,79,101,11.47,6.2
7488,6Bet Sge,54.1,125.9,-2.6,4.37
7489,55    Sgr,23.82,156.18,-18.4,5.06
7490,,58.45,121.55,-0.18,6.36
7491,,2.12,177.88,-25.92,6.16
7492,,76.5,103.5,9.95,6.16
7493,46    Aql,49.62,130.38,-5.44,6.34
7494,,312.46,-132.46,-29.21,6.39
7495,,78.71,101.29,11.07,5.06
7496,,24.55,155.45,-18.36,5.49
7497,47Chi Aql,49.34,130.66,-5.7,5.27
7498,,322.6,-142.6,-30.12,5.41
7499,,74.1,105.9,8.4,6.23
7500,,92.59,87.41,17.72,6.51
7501,,64.6,115.4,2.92,6.49
7502,,67.29,112.71,4.46,5.94
7503,16    Cyg,83.34,96.66,13.21,5.96
7504,,83.34,96.66,13.2,6.2
7505,,65.81,114.19,3.52,6.05
7506,10    Vul,61.61,118.39,0.98,5.49
7507,,8.25,171.75,-24.79,5.52
7508,,62.82,117.18,1.61,6.28
7509,,87.93,92.07,15.37,6.48
7510,Nu  Tel,341.27,-161.27,-30.01,5.35
7511,48Psi Aql,50.88,129.12,-5.4,6.26
7512,,68.92,111.08,5.11,6.05
7513,,329.18,-149.18,-30.5,6.45
7514,,75.61,104.39,8.83,5.84
7515,56    Sgr,20.65,159.35,-20.67,4.86
7516,,36.61,143.39,-13.42,6.48
7517,15    Cyg,71.76,108.24,6.6,4.89
7518,,64.76,115.24,2.51,6.82
7519,49Ups Aql,46.01,133.99,-8.42,5.91
7520,,69.22,110.78,5.1,6.57
7521,,345.27,-165.27,-29.79,6.25
7522,,90.39,89.61,16.33,6.22
7523,,74.77,105.23,8.15,6.34
7524,,330.58,-150.58,-30.65,6.05
7525,50Gam Aql,48.73,131.27,-7.08,2.72
7526,,89.5,90.5,15.86,6.27
7527,,335.85,-155.85,-30.57,6.21
7528,18Del Cyg,78.71,101.29,10.24,2.87
7529,,70.79,109.21,5.74,6.43
7530,,69.87,110.13,5.17,6.09
7531,,338.02,-158.02,-30.55,5.42
7532,,26.72,153.28,-18.63,6.11
7533,,61.39,118.61,0.08,6.62
7534,17    Cyg,68.81,111.19,4.44,4.99
7535,,68.1,111.9,3.99,6.18
7536,7Del Sge,55.77,124.23,-3.38,3.82
7537,,351.37,-171.37,-29.27,5.94
7538,,11.75,168.25,-24.46,6.05
7540,,61.74,118.26,-0.02,5.95
7541,,29.53,150.47,-17.66,6.04
7542,,49.07,130.93,-7.52,6.44
7543,,72.99,107.01,6.57,5.77
7544,52Pi  Aql,50.08,129.92,-7.01,5.72
7545,,101.37,78.63,20.78,5.92
7546,8Zet Sge,56.48,123.52,-3.4,5
7547,,81.4,98.6,11.19,6.12
7548,,342.94,-162.94,-30.54,5.74
7549,,342.93,-162.93,-30.55,6.5
7550,,70.42,109.58,4.81,6.53
7551,,68.81,111.19,3.85,6.44
7552,,0.03,179.97,-28.05,5.33
7553,51    Aql,29.83,150.17,-18,5.39
7554,,46.83,133.17,-9.28,6.51
7555,,73.45,106.55,6.39,6.11
7556,,64.61,115.39,1.13,6.38
7557,53Alp Aql,47.74,132.26,-8.91,0.77
7558,,335.74,-155.74,-31.09,6.24
7559,,37.62,142.38,-14.4,6.13
7560,54Omi Aql,49.14,130.86,-8.19,5.11
7561,57    Sgr,21.92,158.08,-21.67,5.92
7562,,48.48,131.52,-8.64,6.25
7563,,100.58,79.42,20.24,6.34
7564,Chi Cyg,68.54,111.46,3.28,4.23
7565,12    Vul,59.72,120.28,-2.07,4.95
7566,19    Cyg,73.57,106.43,6.2,5.12
7567,,75.22,104.78,7.13,5.69
7568,,72.81,107.19,5.72,6.06
7569,,50.33,129.67,-7.82,6.13
7570,55Eta Aql,40.93,139.07,-13.07,3.9
7571,,26.38,153.62,-20.12,6.48
7572,,49.23,130.77,-8.49,6.54
7573,,61.88,118.12,-1.04,5.57
7574,9    Sge,56.48,123.52,-4.33,6.23
7575,,37.27,142.73,-15.18,5.65
7576,20    Cyg,86.23,93.77,13.14,5.03
7577,,81.25,98.75,10.36,6.2
7578,,17.18,162.82,-23.91,6.18
7579,,326.39,-146.39,-31.18,5.75
7580,,44.1,135.9,-11.65,6.53
7581,Iot Sgr,357.97,-177.97,-29.11,4.13
7582,63Eps Dra,102.43,77.57,20.83,3.83
7583,,71.76,108.24,4.76,6.1
7584,56    Aql,32.28,147.72,-17.8,5.79
7585,,7.66,172.34,-26.95,6.46
7586,,339.54,-159.54,-31.31,6.53
7587,,338.4,-158.4,-31.36,5.26
7588,,326.85,-146.85,-31.23,6.39
7589,,80.99,99.01,10.09,5.62
7590,Eps Pav,322.02,-142.02,-30.9,3.96
7591,,81.81,98.19,10.51,5.91
7592,13    Vul,61.27,118.73,-1.79,4.58
7593,57    Aql,32.66,147.34,-17.76,5.71
7594,57    Aql,32.65,147.35,-17.77,6.49
7595,59Xi  Aql,47.81,132.19,-9.85,4.71
7596,58    Aql,40.55,139.45,-13.92,5.61
7597,58Ome Sgr,14.86,165.14,-25.04,4.7
7598,,46.7,133.3,-10.6,6.15
7599,,34.15,145.85,-17.26,6.51
7600,,81.77,98.23,10.32,6.29
7601,,61.6,118.4,-1.87,5.52
7602,60Bet Aql,46.13,133.87,-11.09,3.71
7603,Mu 1Pav,328.96,-148.96,-31.52,5.76
7604,59    Sgr,14.05,165.95,-25.56,4.52
7605,,2.33,177.67,-28.74,6.55
7606,,72.5,107.5,4.61,5.76
7607,,66.7,113.3,1.05,6.57
7608,23    Cyg,90.55,89.45,14.91,5.14
7609,10    Sge,55.17,124.83,-6.12,5.36
7610,61Phi Aql,50.66,129.34,-8.8,5.28
7611,,92.58,87.42,15.87,6.06
7612,Mu 2Pav,328.95,-148.95,-31.67,5.31
7613,22    Cyg,73.9,106.1,5.19,4.94
7614,61    Sgr,26.02,153.98,-21.54,5.02
7615,21Eta Cyg,71.02,108.98,3.36,3.89
7616,,59.05,120.95,-4.08,6.48
7617,,10.62,169.38,-27.01,6.28
7618,60    Sgr,15.23,164.77,-25.67,4.83
7619,24Psi Cyg,86.11,93.89,12.21,4.92
7620,,72.06,107.94,3.89,6.02
7621,,349.59,-169.59,-31.19,6.17
7622,11    Sge,55.52,124.48,-6.4,5.53
7623,The1Sgr,5.52,174.48,-28.47,4.37
7624,The2Sgr,6.17,173.83,-28.34,5.3
7625,,337.85,-157.85,-31.96,5.13
7626,,91.35,88.65,15,6.09
7627,,356.85,-176.85,-30.27,6.14
7628,,75.65,104.35,5.93,5.45
7629,,2.86,177.14,-29.15,5.95
7630,,354.49,-174.49,-30.68,5.81
7631,,7.29,172.71,-28.18,5.66
7632,,84.82,95.18,11.31,6.43
7633,,91.93,88.07,15.21,4.96
7634,,89.98,90.02,14.15,6.12
7635,12Gam Sge,57.97,122.03,-5.21,3.47
7636,,42.11,137.89,-14.42,6.17
7637,,31.6,148.4,-19.66,5.88
7638,,77.36,102.64,6.79,6.43
7639,,359.42,-179.42,-30.04,6.29
7640,,67.77,112.23,0.82,5.49
7641,14    Vul,61.11,118.89,-3.41,5.67
7642,,73.84,106.16,4.54,6.32
7643,,19.04,160.96,-25.02,6.01
7644,,328.48,-148.48,-31.98,6.07
7645,13    Sge,56.43,123.57,-6.49,5.37
7646,,80.53,99.47,8.37,5.92
7647,25    Cyg,73.07,106.93,3.76,5.19
7648,,48.74,131.26,-11.25,5.91
7649,63    Sgr,28.27,151.73,-21.69,5.71
7650,62    Sgr,13.92,166.08,-26.93,4.58
7651,,86.04,93.96,11.54,6.15
7652,,2.77,177.23,-29.84,4.77
7653,15    Vul,65.3,114.7,-1.34,4.64
7654,,96.42,83.58,17.09,5.96
7655,,73.26,106.74,3.56,6.2
7656,,62.87,117.13,-3.02,5.88
7657,16    Vul,63.02,116.98,-3,5.22
7658,,19.39,160.61,-25.48,6.45
7659,,9.34,170.66,-28.55,4.99
7660,26    Cyg,84.49,95.51,10.28,5.05
7661,,34.46,145.54,-19.52,6.72
7662,,57.67,122.33,-6.63,5.96
7663,,329.57,-149.57,-32.36,6.45
7664,,55.58,124.42,-7.97,5.67
7665,Del Pav,329.79,-149.79,-32.4,3.56
7666,,102.91,77.09,20.06,6.33
7667,62    Aql,40.83,139.17,-16.51,5.68
7668,,8.38,171.62,-29.04,6.53
7669,63Tau Aql,48.01,131.99,-12.57,5.52
7670,,67.41,112.59,-0.66,5.71
7671,,30.6,149.4,-21.53,6.34
7672,15    Sge,56.56,123.44,-7.55,5.8
7673,Xi  Tel,345.55,-165.55,-32.57,4.94
7674,,343.02,-163.02,-32.69,6.26
7675,65    Sgr,29.59,150.41,-22.06,6.55
7676,64    Dra,97.77,82.23,17.38,5.27
7677,,61.91,118.09,-4.49,6.45
7678,,69.49,110.51,0.39,5.64
7679,16Eta Sge,59.18,120.82,-6.23,5.1
7680,,55.36,124.64,-8.64,6.34
7681,,37.92,142.08,-18.48,6.47
7682,65    Dra,97.64,82.36,17.21,6.57
7683,,74.84,105.16,3.64,6.19
7684,,83.12,96.88,8.88,6.16
7685,67Rho Dra,100.7,79.3,18.64,4.51
7686,69    Dra,108.94,71.06,22.48,6.2
7687,,86.31,93.69,10.65,6.14
7688,17    Vul,62.48,117.52,-4.65,5.07
7689,27    Cyg,72.86,107.14,2.1,5.36
7690,64    Aql,41.3,138.7,-17.29,5.99
7691,,340.04,-160.04,-33.2,6.37
7692,,90.3,89.7,12.9,6.21
7693,,50.35,129.65,-12.29,6.43
7694,,32.48,147.52,-21.65,6.18
7695,,97.08,82.92,16.64,6.26
7696,,56.71,123.29,-8.58,6.42
7697,,87.56,92.44,11.18,5.85
7698,,310,-130,-29.6,6.17
7699,,71.69,108.31,1.03,6.11
7700,,51.62,128.38,-11.78,6.31
7701,66    Dra,95.39,84.61,15.65,5.39
7702,,85.08,94.92,9.54,6.54
7703,,5.26,174.74,-30.91,5.32
7704,,100.94,79.06,18.54,6.28
7705,17The Sge,60.55,119.45,-6.68,6.48
7706,,357.57,-177.57,-32.39,6.22
7707,,332.97,-152.97,-33.29,6.09
7708,28    Cyg,73.91,106.09,2.04,4.93
7709,,33.97,146.03,-21.71,6.49
7710,65The Aql,41.58,138.42,-18.08,3.23
7711,18    Vul,65.71,114.29,-3.57,5.52
7712,1Xi 1Cap,30.58,149.42,-23.39,6.34
7713,,60.9,119.1,-6.79,6.22
7714,,346.13,-166.13,-33.6,5.65
7715,2Xi 2Cap,30.41,149.59,-23.59,5.85
7716,,61.57,118.43,-6.45,6.26
7717,,43.3,136.7,-17.56,6.27
7718,19    Vul,65.78,114.22,-3.85,5.49
7719,20    Vul,65.53,114.47,-4.07,5.92
7720,66    Aql,41.65,138.35,-18.6,5.47
7721,,83.37,96.63,7.54,6.92
7722,,15.62,164.38,-29.38,5.73
7723,,63.85,116.15,-5.61,6.56
7724,67Rho Aql,56.24,123.76,-10.61,4.95
7725,,12.38,167.62,-30.36,6.3
7726,,86.6,93.4,9.47,6.01
7727,68    Dra,95.83,84.17,15.08,5.75
7728,,5.09,174.91,-32.02,6.39
7729,,6.54,173.46,-31.76,6.53
7730,30    Cyg,82.71,97.29,6.87,4.83
7731,21    Vul,67.66,112.34,-3.27,5.18
7732,,333.13,-153.13,-33.82,6.27
7733,,79.85,100.15,4.93,6.14
7734,,74.23,105.77,1.14,6.45
7735,31    Cyg,82.68,97.32,6.78,3.79
7736,29    Cyg,74.45,105.55,1.17,4.97
7737,,78.85,101.15,4.13,6.71
7738,3    Cap,31.12,148.88,-24.35,6.32
7739,,65.19,114.81,-5.17,4.78
7740,33    Cyg,91.08,88.92,12.06,4.3
7741,22    Vul,63.47,116.53,-6.36,5.15
7742,,94.66,85.34,14.16,5.79
7743,,71.99,108.01,-0.68,5.66
7744,23    Vul,67.11,112.89,-4.04,4.52
7745,,351.87,-171.87,-34.08,6.31
7746,18    Sge,61.96,118.04,-7.57,6.13
7747,5Alp1Cap,31.09,148.91,-24.7,4.24
7748,4    Cap,21.5,158.5,-28.31,5.87
7749,,352.03,-172.03,-34.13,6.13
7750,1Kap Cep,110.38,69.62,22.5,4.39
7751,32    Cyg,83.67,96.33,7.05,3.98
7752,,76.36,103.64,2.08,6.27
7753,24    Vul,64.61,115.39,-5.97,5.32
7754,6Alp2Cap,31.1,148.9,-24.81,3.57
7755,,85.82,94.18,8.38,6.31
7756,,81.93,98.07,5.8,5.91
7757,,74.87,105.13,0.99,6.48
7758,,342.99,-162.99,-34.54,6.27
7759,,77.67,102.33,2.76,5.24
7760,,68.43,111.57,-3.62,6.22
7761,7Sig Cap,24.48,155.52,-27.66,5.28
7762,,79.69,100.31,3.99,6.29
7763,34    Cyg,75.83,104.17,1.32,4.81
7764,,13.6,166.4,-31.11,6.3
7765,,6.22,173.78,-32.75,6.46
