HR,Name,GLON,GLON_shifted,GLAT,Vmag
1576,,185.24,-5.24,-17.28,5.81
1577,3Iot Aur,170.59,9.41,-6.16,2.69
1578,,193.77,-13.77,-22.63,6.5
1579,,215.95,-35.95,-33.06,5.7
1580,9Omi2Ori,186.63,-6.63,-18.05,4.07
1581,,215.61,-35.61,-32.9,5.72
1582,62    Eri,203.93,-23.93,-27.88,5.51
1583,,226.3,-46.3,-35.91,6.72
1584,,243.46,-63.46,-38.65,6.1
1585,,183.67,-3.67,-15.75,5.48
1586,99    Tau,178.09,1.91,-11.64,5.79
1587,,138.24,41.76,19,6.66
1588,8    Cam,155.17,24.83,6.61,6.08
1589,,137.98,42.02,19.19,5.96
1590,98    Tau,177.24,2.76,-10.92,5.81
1591,,200.03,-20.03,-25.7,6.23
1592,4Ome Aur,167.15,12.85,-2.88,4.94
1593,,148.91,31.09,11.58,6.03
1594,,144.19,35.81,15.03,6.19
1595,,213.5,-33.5,-31.51,6.15
1596,,201.26,-21.26,-26.07,6.35
1597,,267.62,-87.62,-37.96,6.12
1598,,277.61,-97.61,-36.31,6.41
1599,5    Aur,166.09,13.91,-1.79,5.95
1600,,186.12,-6.12,-16.94,6.09
1601,10Pi 6Ori,197.56,-17.56,-24.02,4.47
1602,6    Aur,165.9,14.1,-1.61,6.58
1603,10Bet Cam,149.57,30.43,11.38,4.03
1604,,215.97,-35.97,-32.06,5.66
1605,7Eps Aur,162.79,17.21,1.18,2.99
1606,,284.32,-104.32,-34.57,6.28
1607,,214.32,-34.32,-31.33,7.71
1608,63    Eri,209.55,-29.55,-29.41,5.38
1609,,196.07,-16.07,-22.61,7.03
1610,,196.07,-16.07,-22.6,6.66
1611,64    Eri,211.94,-31.94,-30.34,4.79
1612,8Zet Aur,165.02,14.98,-0.43,3.75
1613,,201.45,-21.45,-25.45,6.32
1614,,205.07,-25.07,-27.18,6.22
1615,,164.82,15.18,-0.08,6.14
1616,,127.17,52.83,25.68,6.51
1617,65Psi Eri,206.59,-26.59,-27.69,4.81
1618,,198.95,-18.95,-23.81,5.92
1619,,198.14,-18.14,-23.33,6.24
1620,102Iot Tau,180.77,-0.77,-12.06,4.64
1621,,220.27,-40.27,-32.85,4.91
1622,11    Cam,150.99,29.01,10.8,5.08
1623,12    Cam,150.95,29.05,10.83,6.08
1624,,149.19,30.81,12.11,6.04
1625,,203.82,-23.82,-26.03,5.85
1626,,173.66,6.34,-6.57,6.14
1627,,172.25,7.75,-5.41,6.62
1628,,227.45,-47.45,-34.62,5.02
1629,Eta Men,287.12,-107.12,-33.55,5.47
1630,,154.75,25.25,8.14,7.24
1631,,243.74,-63.74,-37.38,6.03
1632,,175.98,4.02,-8.17,6.6
1633,,181.21,-1.21,-12.01,6.19
1634,1    Lep,223.49,-43.49,-33.46,5.75
1635,,234,-54,-35.92,5.94
1636,,142.12,37.88,17.12,6.41
1637,9    Aur,157.06,22.94,6.51,5
1638,11    Ori,186.18,-6.18,-15.35,4.68
1639,,169.53,10.47,-3,6.52
1640,,214.33,-34.33,-30.21,6.41
1641,10Eta Aur,165.35,14.65,0.27,3.17
1642,,182.6,-2.6,-12.64,6.44
1643,,138.39,41.61,19.58,5.43
1644,,163.84,16.16,1.49,6.2
1645,,225.4,-45.4,-33.7,5.61
1646,,202.96,-22.96,-25,6.05
1647,,146.23,33.77,14.54,6.41
1648,,199.01,-19.01,-22.82,6.17
1649,Eta1Pic,255.64,-75.64,-37.63,5.38
1650,,136.14,43.86,20.98,6.37
1651,,246.33,-66.33,-37.15,6.31
1652,Gam1Cae,238.6,-58.6,-36.23,4.55
1653,Gam2Cae,238.87,-58.87,-36.26,6.34
1654,2Eps Lep,223.25,-43.25,-32.73,3.19
1655,,227.54,-47.54,-33.91,5.73
1656,104    Tau,183.83,-3.83,-12.94,5
1657,66    Eri,204.78,-24.78,-25.35,5.12
1658,106    Tau,182.4,-2.4,-11.85,5.3
1659,103    Tau,179.25,0.75,-9.56,5.5
1660,105    Tau,181.34,-1.34,-11.09,5.89
1661,,213.32,-33.32,-29.1,6.05
1662,13    Ori,191.77,-11.77,-18,6.17
1663,Eta2Pic,256.17,-76.17,-37.28,5.03
1664,14    Ori,192.67,-12.67,-18.48,5.34
1665,,212.75,-32.75,-28.66,5.97
1666,67Bet Eri,205.34,-25.34,-25.31,2.79
1667,,262.23,-82.23,-37.07,6.27
1668,,161.2,18.8,4.29,5.68
1669,,168.95,11.05,-1.49,6.02
1670,,176.38,3.62,-7.06,6.01
1671,,208.95,-28.95,-26.83,5.78
1672,16    Ori,191.69,-11.69,-17.46,5.43
1673,68    Eri,204.83,-24.83,-24.83,5.12
1674,Zet Dor,266.04,-86.04,-36.72,4.72
1675,,149.07,30.93,13.14,6.17
1676,15    Ori,186.74,-6.74,-14.21,4.82
1677,Bet Men,282.77,-102.77,-34.21,5.31
1678,14    Cam,148.38,31.62,13.65,6.5
1679,69Lam Eri,209.14,-29.14,-26.69,4.27
1680,,239.05,-59.05,-35.5,6.52
1681,,201.28,-21.28,-22.67,6.1
1682,,290.71,-110.71,-32.05,6.29
1683,,139.23,40.77,19.59,5.74
1684,,186.63,-6.63,-13.57,5.18
1685,,203,-23,-23.29,6.25
1686,,133.74,46.26,22.65,5.05
1687,,203.27,-23.27,-23.33,5.9
1688,,151.3,28.7,11.99,6.15
1689,11Mu  Aur,168.35,11.65,-0.3,4.86
1690,,200.48,-20.48,-21.79,6.67
1691,,200,-20,-21.51,5.89
1692,,156.46,23.54,8.45,6.2
1693,,212.55,-32.55,-27.51,5.68
1694,,227.69,-47.69,-32.67,6.41
1695,,273.25,-93.25,-35.61,5.2
1696,3Iot Lep,212.67,-32.67,-27.32,4.45
1697,,206.91,-26.91,-24.67,5.91
1698,17Rho Ori,198.52,-18.52,-20.27,4.46
1699,,241.22,-61.22,-35.12,6.57
1700,,284.67,-104.67,-33.45,6.27
1701,,199.37,-19.37,-20.66,6.09
1702,5Mu  Lep,217.25,-37.25,-28.91,3.31
1703,,200.71,-20.71,-21.31,6.32
1704,,209.07,-29.07,-25.44,6.37
1705,4Kap Lep,213.88,-33.88,-27.55,4.36
1706,14    Aur,173.3,6.7,-3.35,5.02
1707,,156.37,23.63,8.97,6.5
1708,13Alp Aur,162.58,17.42,4.57,0.08
1709,,196.62,-16.62,-18.79,5.5
1710,,215.69,-35.69,-28.05,6.21
1711,108    Tau,181.88,-1.88,-9.32,6.27
1712,,172.08,7.92,-2.26,5.96
1713,19Bet Ori,209.24,-29.24,-25.25,0.12
1714,,127.54,52.46,25.79,6.6
1715,,239.43,-59.43,-34.41,6.98
1716,Xi  Men,295.23,-115.23,-30.47,5.85
1717,,202.76,-22.76,-21.93,6.15
1718,18    Ori,191.3,-11.3,-15.25,5.56
1719,15    Cam,152.71,27.29,11.75,6.13
1720,,148.85,31.15,14.29,5.61
1721,,239.65,-59.65,-34.3,5.76
1722,,165.38,14.62,2.95,5.48
1723,,229.22,-49.22,-31.97,5.07
1724,,199.81,-19.81,-19.99,6.42
1725,,167.33,12.67,1.68,6.18
1726,16    Aur,173.07,6.93,-2.48,4.54
1727,,259.2,-79.2,-35.84,6.05
1728,17    Aur,172.77,7.23,-2.23,6.14
1729,15Lam Aur,167.67,12.33,1.54,4.71
1730,,238.46,-58.46,-33.84,6.66
1731,,218.64,-38.64,-28.4,6.56
1732,,172.86,7.14,-2.13,5.41
1733,,164.22,15.78,4.15,6.62
1734,18    Aur,172.72,7.28,-1.92,6.49
1735,20Tau Ori,208.28,-28.28,-23.96,3.6
1736,,162.18,17.82,5.68,6.54
1737,,214.97,-34.97,-26.8,5.5
1738,,166.99,13.01,2.28,5.52
1739,109    Tau,182.54,-2.54,-8.7,4.94
1740,19    Aur,172.81,7.19,-1.83,5.03
1741,,184.18,-4.18,-9.8,6.08
1742,,259.39,-79.39,-35.57,6.49
1743,Omi Col,238.51,-58.51,-33.49,4.83
1744,The Dor,277.64,-97.64,-34.26,4.83
1745,,135.11,44.89,22.4,6.56
1746,21    Ori,199.54,-19.54,-19.12,5.34
1747,,219.88,-39.88,-28.33,5.96
1748,,203.32,-23.32,-21,6.34
1749,20Rho Aur,166.56,13.44,2.93,5.23
1750,,177.88,2.12,-5.08,6.33
1751,16    Cam,153.49,26.51,11.88,5.28
1752,,176.57,3.43,-4.12,5.76
1753,,220.34,-40.34,-28.36,6.36
1754,,220.33,-40.33,-28.36,6.54
1755,,184.68,-4.68,-9.64,6.18
1756,6Lam Lep,214.83,-34.83,-26.24,4.29
1757,7Nu  Lep,214,-34,-25.79,5.3
1758,,229.99,-49.99,-31.24,5.99
1759,,207.19,-27.19,-22.66,6.39
1760,,167.31,12.69,2.65,5.54
1761,,198.53,-18.53,-17.95,6.57
1762,,223.35,-43.35,-29.07,4.71
1763,,194.62,-14.62,-15.61,5.8
1764,,202.64,-22.64,-20.09,5.68
1765,22    Ori,202.63,-22.63,-20.03,4.73
1766,,238.43,-58.43,-32.88,6.34
1767,Zet Pic,257.47,-77.47,-34.98,5.45
1768,22    Aur,177.36,2.64,-4.09,6.46
1769,,215.67,-35.67,-25.96,6.56
1770,23    Ori,199.16,-19.16,-17.86,5
1771,,227.3,-47.3,-29.95,5.06
1772,,238.07,-58.07,-32.61,6.09
1773,21Sig Aur,170.52,9.48,0.88,4.99
1774,110    Tau,187.68,-7.68,-10.82,6.08
1775,,175.62,4.38,-2.58,6.28
1776,,175.69,4.31,-2.63,5.94
1777,,197.64,-17.64,-16.82,6.35
1778,,210.5,-30.5,-23.39,5.9
1779,,172.68,7.32,-0.44,6.55
1780,111    Tau,187.2,-7.2,-10.29,4.99
1781,,202.68,-22.68,-19.49,5.7
1782,,203.35,-23.35,-19.8,6.11
1783,8    Lep,216.02,-36.02,-25.67,5.25
1784,29    Ori,209.98,-29.98,-22.98,4.14
1785,,229.54,-49.54,-30.23,6.49
1786,,200.48,-20.48,-18.07,6.32
1787,27    Ori,203.46,-23.46,-19.68,5.08
1788,28Eta Ori,204.87,-24.87,-20.39,3.36
1789,25Psi1Ori,200.96,-20.96,-18.29,4.95
1790,24Gam Ori,196.93,-16.93,-15.95,1.64
1791,112Bet Tau,177.99,2.01,-3.74,1.65
1792,,219.25,-39.25,-26.64,5.65
1793,,244.4,-64.4,-33.22,5.71
1794,,172.38,7.62,0.18,6.15
1795,,173.25,6.75,-0.43,5.94
1796,,174.19,5.81,-1.05,6.15
1797,,241.66,-61.66,-32.75,6.82
1798,113    Tau,188,-8,-10.32,6.25
1799,,212.58,-32.58,-23.84,5.61
1800,,203.26,-23.26,-19.28,6.57
1801,Kap Pic,264.19,-84.19,-34.51,6.11
1802,17    Cam,149.08,30.92,15.46,5.42
1803,,202.31,-22.31,-18.71,6.16
1804,,176.76,3.24,-2.7,5.74
1805,24Phi Aur,173.28,6.72,-0.24,5.07
1806,,208.02,-28.02,-21.49,6.23
1807,,196.66,-16.66,-15.36,6.42
1808,115    Tau,187.07,-7.07,-9.42,5.42
1809,,189.39,-9.39,-10.86,6.16
1810,114    Tau,183.75,-3.75,-7.17,4.88
1811,30Psi2Ori,200.09,-20.09,-17.22,4.59
1812,,222.23,-42.23,-27.31,5.89
1813,,249.84,-69.84,-33.58,6.08
1814,116    Tau,188.93,-8.93,-10.42,5.5
1815,,294.02,-114.02,-30.39,6.51
1816,117    Tau,187.79,-7.79,-9.64,5.77
1817,,214.37,-34.37,-24.04,6.35
1818,The Pic,259.56,-79.56,-34.18,6.27
1819,,190.93,-10.93,-11.42,6.35
1820,,201.88,-21.88,-17.84,6.41
1821,118    Tau,181.25,-1.25,-5.1,5.47
1822,,177.92,2.08,-2.81,6.24
1823,,224.15,-44.15,-27.56,6.07
1824,,167.79,12.21,4.13,6
1825,,169.15,10.85,3.23,6.37
1826,,206.28,-26.28,-19.83,6.39
1827,,246.03,-66.03,-32.73,5.87
1828,18    Cam,154.43,25.57,12.76,6.48
1829,9Bet Lep,223.56,-43.56,-27.2,2.84
1830,,206.46,-26.46,-19.8,5.79
1831,,183.7,-3.7,-6.29,6.29
1832,,189.72,-9.72,-10.15,5.94
1833,,201.67,-21.67,-17.19,5.78
1834,31    Ori,204.31,-24.31,-18.62,4.71
1835,,241.75,-61.75,-31.83,5.57
1836,Lam Dor,267.52,-87.52,-33.87,5.14
1837,,199.53,-19.53,-15.91,6.21
1838,,233.75,-53.75,-29.96,6.75
1839,32    Ori,198.02,-18.02,-14.94,4.2
1840,,210.38,-30.38,-21.39,6.33
1842,33    Ori,200.48,-20.48,-16.17,5.46
1843,25Chi Aur,175.77,4.23,-0.61,4.76
1844,,138.26,41.74,21.71,6.17
1845,119    Tau,187.18,-7.18,-8.07,4.38
1846,,167.51,12.49,4.9,6.55
1847,,188.5,-8.5,-8.88,5.46
1848,,209.8,-29.8,-20.85,6.22
1849,10    Lep,223.94,-43.94,-26.61,5.55
1850,,175.34,4.66,-0.15,6.48
1851,34Del Ori,203.84,-23.84,-17.73,6.85
1852,34Del Ori,203.86,-23.86,-17.74,2.23
1853,,146.14,33.86,17.87,6.26
1854,,173.74,6.26,0.93,6.27
1855,36Ups Ori,210.44,-30.44,-20.98,4.62
1856,,253.35,-73.35,-32.98,5.46
1857,19    Cam,148.49,31.51,16.68,6.15
1858,120    Tau,187.39,-7.39,-7.84,5.69
1859,,279.07,-99.07,-32.78,6.03
1860,,185.76,-5.76,-6.78,6.18
1861,,205.14,-25.14,-18.2,5.35
1862,Eps Col,239.89,-59.89,-30.88,3.87
1863,,205.31,-25.31,-18.17,6.46
1864,35    Ori,191.08,-11.08,-9.99,5.64
1865,11Alp Lep,220.95,-40.95,-25.14,2.58
1866,,157.19,22.81,11.82,5.73
1867,,271.57,-91.57,-33.29,6.59
1868,,204.84,-24.84,-17.81,5.34
1869,,163,17,8.3,6.11
1870,,252.02,-72.02,-32.61,5.86
1871,,202.53,-22.53,-16.49,6.59
1872,38    Ori,200.43,-20.43,-15.27,5.36
1873,,204.79,-24.79,-17.64,6.22
1874,,205.2,-25.2,-17.84,5.93
1875,121    Tau,182.95,-2.95,-4.52,5.38
1876,37Phi1Ori,195.4,-15.4,-12.29,4.41
1877,,243.44,-63.44,-31.2,5.48
1878,,179.95,0.05,-2.48,6.27
1879,39Lam Ori,195.05,-15.05,-12,3.54
1880,39Lam Ori,195.05,-15.05,-12,5.61
1881,,239.62,-59.62,-30.42,5.78
1882,,273.48,-93.48,-33.04,6.19
1883,,194.79,-14.79,-11.82,5.6
1884,,169.49,10.51,4.41,6.09
1885,,128.17,51.83,25.99,6.11
1886,,209.57,-29.57,-19.72,5.67
1887,,209.56,-29.56,-19.71,4.78
1888,,233.78,-53.78,-28.9,6.53
1889,,181.47,-1.47,-3.3,6.49
1890,,208.18,-28.18,-18.96,6.56
1891,,208.11,-28.11,-18.92,6.24
1892,42    Ori,208.5,-28.5,-19.11,4.59
1893,41The1Ori,209.01,-29.01,-19.38,6.73
1894,41The1Ori,209.01,-29.01,-19.38,7.96
1895,41The1Ori,209.01,-29.01,-19.38,5.13
1896,41The1Ori,209.01,-29.01,-19.38,6.7
1897,43The2Ori,209.05,-29.05,-19.37,5.08
1898,,208.07,-28.07,-18.86,6.38
1899,44Iot Ori,209.52,-29.52,-19.58,2.77
1900,,207.04,-27.04,-18.33,6.4
1901,45    Ori,208.55,-28.55,-19.06,5.26
1902,,180.72,-0.72,-2.65,5.83
1903,46Eps Ori,205.21,-25.21,-17.24,1.7
1904,,175.19,4.81,1.02,6.33
1905,122    Tau,189.12,-9.12,-7.91,5.54
1906,,209.37,-29.37,-19.28,6.54
1907,40Phi2Ori,195.84,-15.84,-11.95,4.09
1908,,194.33,-14.33,-11.02,5.94
1909,,237.44,-57.44,-29.49,5.78
1910,123Zet Tau,185.69,-5.69,-5.64,3
1911,,209.81,-29.81,-19.39,5.72
1912,,262.7,-82.7,-32.91,6.43
1913,,196.2,-16.2,-12.03,6.12
1914,26    Aur,177.88,2.12,-0.47,5.4
1915,,232.71,-52.71,-28.09,6.26
1916,,147.32,32.68,17.88,5.6
1917,,273.8,-93.8,-32.72,5.34
1918,,209.79,-29.79,-19.15,6.05
1919,,215.37,-35.37,-21.75,6.11
1920,,197.53,-17.53,-12.59,5.88
1921,,181.19,-1.19,-2.47,6.37
1922,Bet Dor,271.73,-91.73,-32.77,3.76
1923,,208.78,-28.78,-18.54,6.19
1924,,179.04,0.96,-1.03,5.96
1925,,158.38,21.62,11.95,6.23
1926,Nu 1Col,231.89,-51.89,-27.6,6.16
1927,,253.76,-73.76,-32.01,6.11
1928,125    Tau,181.9,-1.9,-2.71,5.18
1929,,185.38,-5.38,-4.95,6.34
1930,,267.43,-87.43,-32.74,6.75
1931,48Sig Ori,206.82,-26.82,-17.34,3.81
1932,,206.82,-26.82,-17.32,6.65
1933,,210.53,-30.53,-19.17,5.96
1934,47Ome Ori,200.73,-20.73,-14.03,4.57
1935,Nu 2Col,232.81,-52.81,-27.75,5.31
1936,,270.16,-90.16,-32.69,6.32
1937,49    Ori,211.16,-31.16,-19.4,4.8
1938,,177.37,2.63,0.35,6.04
1939,,176.9,3.1,0.67,6.11
1940,,207.81,-27.81,-17.61,6
1941,24    Cam,155.74,24.26,13.68,6.05
1942,,213.62,-33.62,-20.35,6.5
1943,23    Cam,151.34,28.66,16.12,6.15
1944,,221.62,-41.62,-23.71,6.38
1945,,179.04,0.96,-0.5,6.43
1946,126    Tau,190.09,-10.09,-7.31,4.86
1947,,246.21,-66.21,-30.52,5.82
1948,50Zet Ori,206.45,-26.45,-16.59,2.05
1949,50Zet Ori,206.45,-26.45,-16.59,4.21
1950,,207.25,-27.25,-17.03,6.22
1951,,184.35,-4.35,-3.65,6.59
1952,,205.71,-25.71,-16.19,4.95
1953,Gam Men,287.93,-107.93,-30.97,5.19
1954,,184.93,-4.93,-3.96,6.36
1955,,204.4,-24.4,-15.44,5.93
1956,Alp Col,238.81,-58.81,-28.86,2.64
1957,,214.44,-34.44,-20.37,6.52
1958,,237.23,-57.23,-28.44,5.45
1959,,207.44,-27.44,-16.83,6.42
1960,,276.51,-96.51,-32.1,6.31
1961,,184.62,-4.62,-3.43,6.21
1962,,220.74,-40.74,-22.74,6.21
1963,51    Ori,203.54,-23.54,-14.59,4.91
1964,,284.9,-104.9,-31.3,5.78
1965,,221.6,-41.6,-22.94,6.15
1966,,238.18,-58.18,-28.32,6.34
1967,,211.24,-31.24,-18.32,6.02
1968,12    Lep,226.52,-46.52,-24.73,5.87
1969,26    Cam,156.39,23.61,13.88,5.94
1970,,206.44,-26.44,-15.9,6.31
1971,27Omi Aur,161.98,18.02,10.75,5.47
1972,,235.12,-55.12,-27.37,6.19
1973,,239.62,-59.62,-28.49,5.29
1974,,170.11,9.89,6.03,6.58
1975,,222.74,-42.74,-23.08,5.73
1976,,150.37,29.63,17.24,6.13
1977,,187.05,-7.05,-4.28,6.95
1978,,201.57,-21.57,-12.81,6.09
1979,,168.49,11.51,7.29,6.29
1980,,224.43,-44.43,-23.43,6.34
1981,,244.95,-64.95,-29.36,6.25
1982,,226.76,-46.76,-24.26,6.15
1983,13Gam Lep,226.79,-46.79,-24.27,3.6
1984,,252.25,-72.25,-30.51,6.39
1985,129    Tau,191.39,-11.39,-6.55,6
1986,,209.24,-29.24,-16.48,6.34
1987,,196.9,-16.9,-9.71,5.79
1988,,204.32,-24.32,-13.83,5.95
1989,131    Tau,192.6,-12.6,-7.14,5.72
1990,130    Tau,189.82,-9.82,-5.44,5.49
1991,Iot Men,290.68,-110.68,-30.22,6.05
1992,29    Cam,155.93,24.07,14.75,6.54
1993,133    Tau,193.17,-13.17,-7.33,5.29
1994,,145.13,34.87,19.98,6.2
1995,29Tau Aur,171.58,8.42,5.91,4.52
1996,Mu  Col,237.29,-57.29,-27.1,5.17
1997,,187.23,-7.23,-3.64,6.07
1998,14Zet Lep,219.4,-39.4,-20.83,3.55
1999,52    Ori,199.75,-19.75,-10.98,5.27
2000,,220.81,-40.81,-21.35,6.17
2001,,215.3,-35.3,-18.94,6.03
2002,132    Tau,184.13,-4.13,-1.61,4.86
2003,,160.87,19.13,12.26,6.29
2004,53Kap Ori,214.51,-34.51,-18.5,2.06
2005,,233.45,-53.45,-25.79,6.22
2006,30    Cam,154.15,25.85,15.88,6.14
2007,,209.37,-29.37,-15.84,5.97
2008,,253.21,-73.21,-30.16,5.31
2009,,241.02,-61.02,-27.75,6.32
2010,134    Tau,194.49,-14.49,-7.57,4.91
2011,31Ups Aur,173.39,6.61,5.28,4.74
2012,32Nu  Aur,171.84,8.16,6.28,3.97
2013,,181.44,-1.44,0.51,5.56
2014,,196.98,-16.98,-8.85,5.8
2015,Del Dor,275.47,-95.47,-31.37,4.35
2016,135    Tau,193.16,-13.16,-6.55,5.52
2017,,246.55,-66.55,-28.79,6.61
2018,,177.91,2.09,2.72,6.25
2019,,201.83,-21.83,-11.48,5.97
2020,Bet Pic,258.37,-78.37,-30.61,3.85
2021,,219.35,-39.35,-20.1,5.49
2022,Pi  Men,292.53,-112.53,-29.78,5.65
2023,,262.18,-82.18,-30.93,6.18
2024,,204.02,-24.02,-12.57,5.98
2025,,171.58,8.42,6.69,6.45
2026,,227.82,-47.82,-23.29,5.87
2027,31    Cam,153.44,26.56,16.59,5.2
2028,,176.5,3.5,3.85,5.98
2029,30Xi  Aur,157.33,22.67,14.72,4.99
2030,,188.57,-8.57,-3.34,6.06
2031,55    Ori,212.89,-32.89,-16.76,5.35
2032,,251.36,-71.36,-29.34,6.38
2033,137    Tau,193.51,-13.51,-6.22,5.59
2034,136    Tau,182.01,-2.01,0.77,4.58
2035,15Del Lep,225.82,-45.82,-22.22,3.81
2036,,227.91,-47.91,-22.93,6.17
2037,56    Ori,204.41,-24.41,-12.22,4.78
2038,,188.31,-8.31,-2.94,6.71
2039,,214.41,-34.41,-17.25,5.97
2040,Bet Col,241.35,-61.35,-27.06,3.12
2041,,147.63,32.37,19.44,6.25
2042,Gam Pic,264.31,-84.31,-30.69,4.51
2043,,234.68,-54.68,-25.02,6.45
2044,,260.39,-80.39,-30.3,6.35
2045,,161,19,13.13,6.49
2046,,178.66,1.34,3.15,5.9
2047,54Chi1Ori,188.46,-8.46,-2.73,4.41
2048,,196.87,-16.87,-7.61,6.12
2049,,259.64,-79.64,-30.17,5.17
2050,,195.88,-15.88,-6.96,6.59
2051,,203.4,-23.4,-11.17,6.31
2052,57    Ori,188.98,-8.98,-2.88,5.92
2053,,243.46,-63.46,-27.23,5.63
2054,,163.58,16.42,11.96,6.47
2055,,244.45,-64.45,-27.4,6.7
2056,Lam Col,239.36,-59.36,-26.09,4.87
2057,,205.49,-25.49,-12.14,6
2058,,210.05,-30.05,-14.5,6.57
2059,,297.35,-117.35,-28.83,6.2
2060,,224.85,-44.85,-21.18,6.69
2061,58Alp Ori,199.79,-19.79,-8.96,0.5
2062,Lam Men,283.55,-103.55,-30.52,6.53
2063,,188.72,-8.72,-2.49,5.4
2064,Eps Dor,276.8,-96.8,-30.8,5.11
2065,,217.29,-37.29,-17.85,5.66
2066,,181.22,-1.22,2.06,6.32
2067,,194.16,-14.16,-5.57,6.6
2068,,234.53,-54.53,-24.46,6.36
2069,,249.32,-69.32,-28.29,6.55
2070,,210.67,-30.67,-14.54,5.87
2071,,210.84,-30.84,-14.6,6.28
2072,,265.48,-85.48,-30.41,5.94
2073,,273.46,-93.46,-30.72,6.36
2074,,185.32,-5.32,-0.22,6.02
2075,,198.09,-18.09,-7.65,5.99
2076,,196.37,-16.37,-6.59,5.87
2077,33Del Aur,158.95,21.05,14.69,3.72
2078,,138.34,41.66,23.4,6.4
2079,,158,22,15.18,6.44
2080,,158.73,21.27,14.84,6.14
2081,,162.95,17.05,12.7,5.89
2082,,246.12,-66.12,-27.36,5.57
2083,,257.72,-77.72,-29.44,6.52
2084,139    Tau,183.97,-3.97,0.84,4.82
2085,16Eta Lep,219.76,-39.76,-18.47,3.71
2086,,228.25,-48.25,-21.88,5.96
2087,Xi  Col,243.07,-63.07,-26.53,4.97
2088,34Bet Aur,167.46,12.54,10.41,1.9
2089,,256.89,-76.89,-29.25,6.1
2090,,228.66,-48.66,-21.94,6.36
2091,35Pi  Aur,166.6,13.4,10.94,4.26
2092,Sig Col,237.03,-57.03,-24.73,5.5
2093,,205.64,-25.64,-11.31,6.22
2094,,260.32,-80.32,-29.63,5.29
2095,37The Aur,174.34,5.66,6.73,2.62
2096,,167.84,12.16,10.37,6.22
2097,,207.67,-27.67,-12.29,6.22
2098,,237.68,-57.68,-24.82,6.44
2099,,195.49,-15.49,-5.52,5.7
2100,59    Ori,205.14,-25.14,-10.92,5.9
2101,36    Aur,164.91,15.09,12.01,5.73
2102,,272.38,-92.38,-30.42,4.65
2103,60    Ori,206.35,-26.35,-11.43,5.22
2104,,273.98,-93.98,-30.42,6.63
2105,,164.01,15.99,12.6,5.96
2106,Gam Col,241.23,-61.23,-25.64,4.36
2107,1    Mon,215.5,-35.5,-15.87,6.12
2108,2    Mon,215.67,-35.67,-15.93,5.03
2109,,208.25,-28.25,-12.18,6.63
2110,,179.9,0.1,3.97,5.98
2111,,182.9,-2.9,2.23,6.05
2112,,163.22,16.78,13.19,6.05
2113,,209.79,-29.79,-12.83,4.53
2114,,261.27,-81.27,-29.37,6.45
2115,,169.15,10.85,10.21,6.42
2116,,187.47,-7.47,-0.2,6.37
2117,,250.77,-70.77,-27.59,5.81
2118,,218.96,-38.96,-17.08,6.22
2119,38    Aur,169.6,10.4,10.05,6.1
2120,Eta Col,249.46,-69.46,-27.23,3.96
2121,,154.47,25.53,17.55,6.34
2122,,178.68,1.32,5.07,6.24
2123,,161.8,18.2,14.17,6.45
2124,61Mu  Ori,198.68,-18.68,-6.31,4.12
2125,Kap Men,291.13,-111.13,-29.44,5.47
2126,,150.61,29.39,19.31,6.39
2127,,205.74,-25.74,-10.13,6.59
2128,3    Mon,216.95,-36.95,-15.77,4.95
2129,,231.28,-51.28,-21.74,6.05
2130,64    Ori,190.03,-10.03,-1.18,5.14
2131,,240.02,-60.02,-24.51,5.55
2132,39    Aur,169.69,10.31,10.37,5.87
2133,,197.02,-17.02,-5.1,6.08
2134,1    Gem,186.99,-6.99,0.72,4.16
2135,62Chi2Ori,189.69,-9.69,-0.86,4.63
2136,,220.72,-40.72,-17.25,6.2
2137,,174.18,5.82,8.02,6.34
2138,,258.86,-78.86,-28.53,5.67
2139,,178.1,1.9,6.02,6.23
2140,,232.33,-52.33,-21.62,5.04
2141,,176.57,3.43,6.99,6.12
2142,,213.6,-33.6,-13.54,5.21
2143,40    Aur,173.87,6.13,8.53,5.36
2144,63    Ori,202.73,-22.73,-7.78,5.67
2145,66    Ori,203.85,-23.85,-8.38,5.63
2146,,181.78,-1.78,4.2,6.08
2147,,170.92,9.08,10.24,6.12
2148,17    Lep,222.87,-42.87,-17.53,4.93
2149,,238.43,-58.43,-23.36,5.65
2150,,217.01,-37.01,-14.81,5.87
2151,,268.97,-88.97,-29.34,6.45
2152,37    Cam,155.18,24.82,17.94,5.36
2153,,171.72,8.28,10.03,6.36
2154,,211.57,-31.57,-11.87,5.38
2155,18The Lep,221.51,-41.51,-16.64,4.67
2156,,230.46,-50.46,-20.34,6.95
2157,,252.13,-72.13,-26.78,6.35
2158,,252.18,-72.18,-26.76,5.93
2159,67Nu  Ori,194.81,-14.81,-2.72,4.42
2160,,241.98,-61.98,-24.16,5.8
2161,,218.04,-38.04,-14.9,6.66
2162,,255.9,-75.9,-27.43,6.58
2163,,229.46,-49.46,-19.78,5.47
2164,,236.08,-56.08,-22.22,5.81
2165,36    Cam,148.62,31.38,20.75,5.32
2166,,228.22,-48.22,-19.19,5.78
2167,,200.31,-20.31,-5.4,6.55
2168,19    Lep,225.72,-45.72,-18.01,5.31
2169,,188.54,-8.54,1.28,5.93
