x,y,z
-7.492566615,11.43241438,-6.177487099
-0.505367543,0.644519119,-14.97762327
-3.659509684,5.460323435,-13.48305814
-7.451989034,11.31012324,-6.445849181
-8.103542445,12.34115776,-2.651117707
-0.421548292,0.458590939,-14.9870608
5.478515439,-8.497734358,-11.08036007
-8.235909012,12.49515645,-1.02022936
-6.059913819,8.997735181,-10.35945009
-2.727228423,3.870393507,-14.23314017
-8.037024926,12.11962732,-3.67707273
4.710046696,-7.390445608,-12.17360973
-6.491405355,9.634782267,-9.488552429
-6.586821489,9.754343617,-9.298739875
-8.264386857,12.4530434,-1.273428394
-8.219843782,12.45185577,1.544492154
-6.845891227,10.08477738,-8.74248469
-2.99233024,4.109532429,-14.11232451
-8.290671119,12.48791816,-0.562736598
-8.283757531,12.4680574,-0.962759491
-8.290794013,12.48337447,-0.65429081
-2.475382201,3.280176062,-14.42611964
-0.125562719,-0.285092989,-14.99676485
-7.654969428,11.31910439,-6.187028281
5.43006882,-8.533357331,-11.07683011
-6.587367184,9.531126905,-9.527025428
-8.035047473,11.88111095,-4.390582504
-8.294182891,12.46486066,0.913114968
-7.076652687,10.25053507,-8.357482728
-7.445582171,10.8172033,-7.249235749
-5.675073796,8.003340852,-11.34636826
-6.460965512,9.203263482,-9.927530707
-8.234913869,12.35707469,2.118702102
-2.603730288,3.159700838,-14.43041507
-0.024310566,-0.714028194,-14.9829761
4.32369874,-7.083355625,-12.4952672
-8.082487211,11.74252131,-4.667611138
-8.082487211,11.74252131,-4.667611138
-4.968765278,6.6685387,-12.48366786
-7.545970275,11.51389951,5.95721836
-7.35834587,11.27477107,6.613190111
-8.354523134,12.07446687,-3.067440778
1.247472799,-2.849927448,-14.67384493
-8.286536862,11.84759928,-3.995960223
-8.054460835,11.40101982,-5.490210165
-7.511995632,10.43482019,-7.725571124
-8.470507167,12.37086371,-0.460694464
0.118053334,-1.309850902,-14.9422339
-5.301015929,6.811907212,-12.267728
3.746585818,-6.478827185,-12.99953434
-3.723231758,4.356264214,-13.86219706
-8.487599418,12.36339682,-0.327223276
-8.439124956,12.10620537,-2.687184673
2.263519467,-4.438576187,-14.14833987
-0.221081972,-0.899406878,-14.97137903
-4.563927987,5.558194426,-13.16347356
-8.43830672,12.01540922,-3.0700034
-7.438334396,10.12236194,-8.198107719
4.802513608,-7.97694849,-11.76027873
-8.06270457,11.23284731,-5.81514714
-7.50032497,11.43119252,6.170329237
-5.144329193,6.332353461,-12.58718304
-6.181090945,7.957137582,-11.11206894
-8.526269288,12.34108931,-0.01570796
-6.83721241,8.962137759,-9.896090807
-6.838776494,8.960944304,-9.896090807
-7.960072655,11.91759286,4.428117404
-5.10570951,6.158600079,-12.68871055
-5.107858956,6.156817475,-12.68871055
-3.163540926,3.204665581,-14.30811404
-8.571328395,12.21388317,-1.534075463
-3.207921705,3.216892444,-14.29548325
-8.553931498,12.08115069,-2.424057317
-6.051839963,7.570163631,-11.44848705
-1.175531119,0.200726057,-14.95251937
-8.590870779,12.12434579,-2.048701669
2.188256895,-4.585716078,-14.11321153
0.547164755,-2.311066163,-14.81079282
-8.36093728,11.47411795,-4.841419731
-1.228711297,0.16329033,-14.9486991
-8.617341398,12.22038768,-1.184716045
-7.763260009,10.29471532,-7.664895983
-6.887122237,8.774007467,-10.02917446
-3.303488698,3.165718929,-14.28513864
-5.330934823,6.202161358,-12.57435201
1.357409993,-3.569652969,-14.50568908
4.228367952,-7.431189277,-12.32470407
-8.009493577,11.91489129,4.345500923
-3.292229355,3.053978732,-14.31203828
-8.51772639,11.67643713,-4.013620954
-8.488598547,12.26824085,1.560115778
-8.054752118,10.65029139,-6.833173609
3.318843192,-6.286765145,-13.20840126
-6.881493547,8.5435736,-10.2299754
-8.382541446,11.25833975,-5.289875706
-7.40148947,9.375274901,-9.073156791
-8.622430023,12.26847696,0.371717075
-8.688663643,12.06487368,-1.98644082
-6.518825732,7.893922496,-10.96316098
-8.612124785,12.26746272,0.58366525
-3.553713223,3.258661005,-14.20395194
-5.06005163,5.514343524,-12.99953434
-8.228189617,10.82453921,-6.334528124
-7.86596149,10.12613119,-7.783836908
3.60541343,-6.766544589,-12.89243454
-7.087517874,8.696351515,-9.956935307
-7.802561987,9.943825767,-8.077150212
-4.528482054,4.553844761,-13.55563898
-8.709053707,12.20964299,-0.277491521
-8.57959376,11.46023743,-4.478116683
-7.863159406,9.895977395,-8.077150212
-8.03410922,11.87525667,4.408102551
-0.451335952,-1.466179861,-14.92134754
0.608031879,-2.962100343,-14.69204747
-7.496811038,9.136516428,-9.236984997
-5.836571834,6.356124533,-12.26923429
-5.839129636,6.356682692,-12.267728
-7.808460576,9.663319194,-8.405248692
-6.765879114,7.827292257,-10.86077234
-8.475107898,12.15330205,2.338759368
-3.910987366,3.30504057,-14.0989675
-5.822757911,6.213634118,-12.34853195
-4.857424321,4.689122035,-13.39468415
-8.785009543,11.5570599,-3.77597323
1.678269788,-4.586087738,-14.18277863
-8.202469569,10.16180236,-7.379516632
-8.737212394,11.30463186,-4.567977474
-4.755580014,4.319664748,-13.55451789
-8.171168107,9.961914238,-7.680642973
-8.222942911,11.94658029,3.829155173
-8.833584681,11.46650303,-3.935364027
4.957175424,-8.704968943,-11.16467319
-5.584972016,5.463483012,-12.80462576
-8.530598991,10.5607677,-6.379582003
4.608151493,-8.347652029,-11.57936291
-8.322777014,11.97936762,3.496588928
-8.939688276,11.98914435,-1.158616098
-7.971134513,9.313232971,-8.644345331
-8.832721811,12.11268498,0.515643182
-5.179955887,4.5909027,-13.3075794
-8.183116865,11.87540129,4.124493022
-4.866053945,4.018402473,-13.60786392
-3.762866875,2.390752579,-14.3221903
-8.147888377,9.456089944,-8.318309803
-8.945371608,11.21369938,-4.385575571
-9.028922628,11.92106803,-1.169056505
-5.608087833,4.918161032,-13.01387886
-5.332934286,4.495522102,-13.27968723
-2.718777903,0.671318972,-14.73626742
-8.747324957,10.44685382,-6.272762663
-8.583357352,10.0604821,-7.079030758
-7.627152909,8.181982685,-9.994083142
-8.671951671,12.04610077,2.165343015
-8.808224585,12.05697542,1.429868268
-0.932418609,-1.861996937,-14.85474883
-4.400947935,2.921768983,-14.03904994
-4.376854501,2.887099961,-14.05374678
-9.059275947,11.93948179,-0.615056081
-4.567491236,3.133284629,-13.93989065
-3.334682598,1.310877867,-14.56576435
-5.138579366,3.934428034,-13.53200939
-7.981910646,8.565543752,-9.37659654
0.689560234,-4.051120675,-14.42611964
-9.044521955,10.92906464,-4.87361968
-8.709061952,10.01862973,-6.984217805
1.168778273,-4.649666558,-14.21318255
-3.538236055,1.496793098,-14.49967227
-7.654204468,7.87374024,-10.21848172
-7.681881299,7.869168093,-10.20122018
-8.738991567,9.964910047,-7.023574172
-5.539975662,4.35483591,-13.24175494
-9.135855439,11.0590629,-4.385575571
-9.022962077,10.67723374,-5.439010482
-6.051223256,5.099214277,-12.74286902
4.154977365,-8.161643968,-11.87955095
-3.827350362,1.77172767,-14.39487306
-9.011410326,10.59211628,-5.621526177
-0.831550758,-2.307193838,-14.79815461
-7.368736038,11.2263664,6.683593836
-4.184254082,2.183756995,-14.23809057
-6.640742095,5.86697243,-12.1028583
-8.801161679,11.98132975,1.996820078
-8.993394337,11.96937265,0.9235673
0.838567142,-4.515705861,-14.27953801
-9.249422293,11.12122151,-3.970720268
-0.711997017,-2.615171711,-14.75309924
-7.75957342,7.609355129,-10.33860411
-2.674018804,-0.12376491,-14.75921088
-6.526628971,5.462917844,-12.35150367
1.348351851,-5.206192103,-14.00276798
-1.99381784,-1.109744773,-14.82542266
-7.562406883,7.049591264,-10.86799269
-8.973491583,9.851371224,-6.886721557
-9.301671701,11.71897281,-1.069850355
1.658895963,-5.68402801,-13.78186815
-1.40215055,-1.999506049,-14.79986315
-9.292533431,11.7453005,-0.83470865
1.081957223,-5.042585413,-14.08551387
-4.7203761,2.365849541,-14.0399717
-0.386333469,-3.380314173,-14.60904591
-9.163998869,10.06404367,-6.303661619
1.718526719,-5.839052882,-13.70956335
-5.032034005,2.746972964,-13.86119668
-8.651933343,11.86911296,3.044372983
-8.009997707,7.440744407,-10.27011487
-3.826179132,0.931307096,-14.47387372
-9.347238895,10.42498653,-5.380407131
-1.279036096,-2.436204765,-14.74547297
-9.481090735,11.08525076,-3.496588928
-7.708145292,6.769387821,-10.94348595
-8.752513469,11.87162047,2.730958685
-7.97185563,7.230972983,-10.44808822
-9.391488026,10.43030413,-5.292325418
-3.933954895,0.93647471,-14.44461886
2.974793606,-7.359174301,-12.72765322
-9.435161144,11.60582394,-1.132512622
-1.658280073,-2.07506226,-14.76293412
-7.525802408,6.279168528,-11.35492583
-9.531225436,11.03813554,-3.509316953
-9.526715693,10.75663909,-4.305392388
-4.894448271,2.107882442,-14.02145526
5.923018239,-10.15229501,-9.319268267
2.955698308,-7.412274837,-12.70126093
-9.544072447,10.64077817,-4.548023869
-9.572050359,11.34304533,-2.170524028
-0.666426235,-3.486915446,-14.57385662
2.765192128,-7.264138824,-12.82910752
-3.166287283,-0.391015197,-14.65679815
-2.569246991,-1.164921477,-14.73234292
-8.06090472,6.916355539,-10.59178177
-9.573127575,10.50230351,-4.801754828
-9.514305207,10.23144734,-5.458523776
-9.12437652,11.8140844,1.474165136
2.122024164,-6.649180446,-13.27725171
-8.978782424,11.82482292,2.134251419
-9.441698369,11.65120832,-0.321988514
-9.526482103,11.54833138,-0.939244951
-9.600716126,10.40419641,-4.957715891
-8.870833351,8.330266995,-8.77011787
-9.144026863,8.926398334,-7.855328479
2.541701103,-7.137925956,-12.9456467
2.541701103,-7.137925956,-12.9456467
-9.450992288,11.64604599,-0.219903608
-7.019258782,4.89306105,-12.32022564
-9.403148129,9.582085034,-6.690624162
-9.490552837,11.6075845,-0.439759951
-4.822135998,1.553790638,-14.11852468
-8.526930411,7.443758657,-9.84286111
-0.517421269,-3.898652004,-14.47524742
-9.693492184,10.6157285,-4.282816563
-9.710948969,11.04596256,-2.94689349
-1.518782233,-2.77066748,-14.66344783
-0.760441646,-3.662375836,-14.5261396
-9.610621584,11.4534928,-1.205593408
-5.939745764,3.059170089,-13.42985103
1.472630356,-6.129234017,-13.61116638
-9.636609744,11.41954932,-1.315160057
-9.346689966,9.136990269,-7.358994191
-9.740368686,10.65585456,-4.071606748
3.224751418,-7.913854399,-12.32768781
2.062585042,-6.788766751,-13.21583856
-5.854842386,2.796380533,-13.52409245
-8.624821925,7.322148213,-9.848786336
-4.247617672,0.507249648,-14.37708044
-7.624065079,5.416138597,-11.72770542
-9.452104712,11.63911094,0.434526187
6.447526419,-10.63356219,-8.387893552
-5.824869677,2.519439278,-13.59129571
-2.874350167,-1.419344134,-14.6534492
-8.481081114,6.818964287,-10.32341945
5.933182661,-10.28071721,-9.170834045
-2.513950649,-1.901285943,-14.6651002
-9.856004848,10.5692712,-4.018665778
1.462863414,-6.376967296,-13.49793757
1.919444989,-6.837804508,-13.21212172
-9.757077486,9.689196907,-5.993238043
-8.515657933,6.679529096,-10.3859261
-9.571222696,9.035246671,-7.194165254
-0.123378944,-4.775351647,-14.2190293
6.666089922,-10.79331939,-8.004217739
-9.906064319,10.67513055,-3.593254441
-7.155953003,4.27088404,-12.47204418
-0.932584599,-3.911551987,-14.45095315
-9.922856901,10.95106598,-2.57119912
-9.031273785,7.473974832,-9.358193951
-5.29598057,1.371606169,-13.96679227
-2.032327401,-2.766678496,-14.60188808
-9.88504598,11.14554405,-1.750061056
-8.085258991,5.540238834,-11.35492583
-0.797039222,-4.218210888,-14.37259286
-9.976523334,10.83419723,-2.844143541
0.814158402,-5.966734608,-13.73809391
-9.987624282,10.86907212,-2.666576929
-5.437556417,1.367837764,-13.91265611
-9.92378858,11.13039138,-1.622592992
1.208616124,-6.396420093,-13.51388386
-9.605704115,11.51277129,0.431909286
-9.994855671,9.856266443,-5.287425832
-9.609777228,8.460242221,-7.815144478
-8.959955554,6.862801205,-9.880341902
-8.959955554,6.862801205,-9.880341902
-4.505472015,-0.033027426,-14.30732788
-9.331624368,11.61865237,1.711053383
-7.346766999,3.965756099,-12.46185352
6.011509486,-10.42904749,-8.949677212
-10.05304689,9.803508914,-5.275174048
-9.978671715,9.386997022,-6.108223779
-9.126753387,7.069235749,-9.577488112
-0.900240846,-4.36628348,-14.3221903
0.440523362,-5.791175873,-13.82997546
-10.01958349,9.372880828,-6.062759405
-10.02698553,9.363411184,-6.065153933
-0.253418516,-5.126502381,-14.09449369
-9.377604754,7.464629661,-9.018859857
-7.296425453,3.610872884,-12.59856232
-9.801279801,11.35489194,-0.036651878
-10.17759191,9.818092935,-5.002166924
-9.014150987,6.467786889,-10.0951877
-9.71392261,8.036055661,-8.127823629
-3.780379158,-1.317947115,-14.45585517
1.299887035,-6.762930393,-13.32565444
-9.663045623,11.45087629,0.709211837
-10.19520569,10.53534356,-3.172430767
-9.469934128,7.388082397,-8.985353978
4.043497518,-9.111787415,-11.20827631
2.901218224,-8.201885099,-12.21932951
-8.647120291,11.57568366,4.028753956
1.295263063,-6.815855253,-13.29911316
0.51476695,-6.079294513,-13.70318186
-9.265466457,11.56933017,2.302548757
-2.065182436,-3.476781199,-14.44461886
-9.367475368,6.918924665,-9.454040761
-8.616214446,5.421720395,-11.01661457
-9.033594666,11.58329528,3.036682046
-9.162741496,11.56879608,2.684608991
-8.731742798,11.56220246,3.882285677
-7.65172788,3.677594784,-12.36633968
-4.197906071,-1.093472627,-14.35903556
3.620288021,-8.871244991,-11.54099333
-4.166324827,-1.153075216,-14.36357041
-9.711827359,11.4032914,0.803339595
-6.128655831,1.369916883,-13.62214761
-0.523841366,-5.202273201,-14.05922984
-9.745682949,11.38253974,0.677829513
-10.19042827,10.85550007,-1.820244462
2.952747801,-8.361484776,-12.09821692
-8.851919394,11.56109349,3.603420637
5.68136306,-10.3172928,-9.288465053
-2.713481452,-2.977898058,-14.44884568
-7.702244502,3.534496498,-12.37670247
-7.702244502,3.534496498,-12.37670247
-8.339919586,11.48312865,4.856284353
-9.733318044,11.38015385,0.868687657
-10.17188349,8.623332817,-6.868108727
3.692242774,-8.984746422,-11.42985892
-8.874002614,5.504259181,-10.76825002
-0.113298558,-5.743971272,-13.85618842
-10.39297635,9.705181154,-4.774463467
-10.39467006,9.70336709,-4.774463467
-9.861662748,7.537083557,-8.422587446
-2.821897455,-2.956044211,-14.43255686
-7.430764672,2.975103024,-12.68591733
-5.227545797,-0.104024918,-14.05922984
-9.338522618,6.291801314,-9.909855273
-7.400348563,2.858525088,-12.73042322
-6.900643153,2.121596725,-13.14838208
-2.968385275,-2.95700932,-14.40294361
-9.784028094,6.906988629,-9.031406443
-8.519154899,4.402714176,-11.53430135
-9.982484994,7.381259239,-8.418254296
-7.573718517,2.819650432,-12.63678596
-9.862963957,7.017018932,-8.859085014
-10.20120341,10.97012059,-0.76935248
-10.55493204,9.794525245,-4.202461764
-10.50414672,9.031802339,-5.752342853
-10.42587654,10.6168596,-1.892984537
-10.48033178,8.623969188,-6.386689373
-10.10503081,7.320199393,-8.324844336
-9.508186454,5.888435246,-9.99603525
-5.094561521,-0.833353457,-14.08371275
-9.147650157,11.46727083,3.134038356
-10.30717721,10.85770261,-0.934019181
-10.60936395,9.099750566,-5.443889801
-10.60936395,9.099750566,-5.443889801
-4.036987418,-2.174602715,-14.28194089
-9.739622053,6.228748162,-9.557324866
-0.582720003,-5.75675799,-13.83908143
-10.17874737,7.25239174,-8.294330353
-10.44362183,8.080486526,-7.115932871
-8.790353147,4.249422744,-11.38736571
-0.557905053,-5.836773804,-13.80654966
0.735598327,-7.010520425,-13.24052486
-6.411896687,0.612877881,-13.54665869
-7.573215555,2.240413442,-12.75252735
-9.819474058,11.26420937,1.302119998
-10.31460753,10.86932842,-0.68306011
-10.43398838,7.868286027,-7.363556304
-10.70965467,9.629486526,-4.192408146
-10.13811739,6.918347911,-8.622936738
-10.6079595,10.29779366,-2.535082044
-9.954591727,6.430060496,-9.195674286
-10.70218768,9.945086502,-3.399769612
-9.50751788,5.401021868,-10.26820659
-8.894849213,4.233101234,-11.3120516
-7.551772394,2.080104674,-12.79233748
-4.747489687,-1.644893708,-14.13349449
-3.055407665,-3.538475106,-14.25284806
-10.75444144,9.923912932,-3.295139072
-10.46678909,10.69579927,-1.022841276
-10.67835845,8.178997187,-6.639025964
-10.35825004,7.055327696,-8.241905556
-10.31682268,6.940460971,-8.39006384
-6.681262873,0.559867013,-13.4181696
-1.201691247,-5.511453718,-13.8989142
-10.74076522,8.262547222,-6.431661977
-10.45193306,10.7292094,-0.800725346
-10.47439197,10.69983205,-0.894822321
-10.8511099,9.50612129,-4.10938828
-10.74368867,8.199323984,-6.507245184
-10.3032506,6.678233233,-8.616509036
-7.190156361,1.104101753,-13.11802618
3.731259415,-9.438521268,-11.04499975
-10.09201068,11.0676693,0.811182195
-10.09077154,5.998610117,-9.33771955
-10.86368889,9.78514322,-3.351303608
-10.87599461,9.693563327,-3.570374103
-8.317898927,2.670585183,-12.19346268
-10.83327478,9.940789775,-2.969992613
0.681890554,-7.281464876,-13.09638479
-10.62527474,7.379259139,-7.592764402
-10.34119784,6.512199833,-8.697751465
-10.92436174,8.912867396,-5.120460462
3.692884735,-9.447391094,-11.05031239
-10.90715304,9.738426963,-3.34619977
-10.73043284,7.572292809,-7.246943678
-7.772142628,1.687497583,-12.71794602
-10.84740741,10.01320536,-2.658847682
-4.14627472,-2.846460354,-14.13173979
-7.601844643,1.402057996,-12.85481199
-10.66321918,10.47505862,-1.252558819
-1.238156706,-5.785337182,-13.78393419
-11.037554,9.002009385,-4.704915372
1.42920633,-8.023518532,-12.59287575
-8.325097704,2.238491653,-12.27525573
-10.72262643,10.40184018,-1.351666859
-8.173788572,1.977447568,-12.42090502
-6.774794512,0.026013471,-13.38288021
-5.68969462,-1.344986814,-13.81370282
-10.94854273,9.906660249,-2.643387005
-4.663354232,-2.569002712,-14.0233146
-10.69554343,10.46653873,-1.028065014
-5.611241766,-1.517181609,-13.82794727
-1.072827101,-6.102989247,-13.66025491
-10.97488227,9.899184065,-2.560881513
-2.17352199,-5.157999791,-13.91656712
0.423396163,-7.387898516,-13.04759331
-9.59541023,4.067081921,-10.78827823
-4.37976527,-3.031562468,-14.02238515
