HR,GLON,GLAT,Vmag
6908,-22.43,-19.87,5.76
6909,6.55,-7.02,6.31
6910,-4.67,-12.57,5.64
6911,81.86,25.44,6.32
6912,-47.91,-26.5,6.27
6913,7.66,-6.52,2.81
6914,6.47,-7.15,6.27
6915,-9.16,-14.7,6.36
6916,-27.18,-21.56,4.64
6917,57.76,18.2,5.83
6918,30.34,5.48,5.21
6919,14.45,-3.02,6.2
6920,101.88,28.04,4.22
6921,-4.46,-12.66,6.63
6922,-12.32,-16.14,5.7
6923,87.88,26.44,4.98
6924,54.53,16.8,6.53
6925,33.59,6.96,6.07
6926,6.72,-7.24,6.5
6927,103.46,28.06,3.57
6928,35.81,8.03,5.73
6929,7.95,-6.73,6.59
6930,17.46,-1.79,4.7
6931,-7.19,-14.23,6.04
6932,17.51,-1.92,5.96
6933,13.88,-3.92,5.66
6934,-10.94,-15.93,4.96
6935,28.68,3.93,5.39
6936,1.11,-10.49,5.34
6937,-8.63,-15.01,5.72
6938,-10.77,-15.91,5.07
6939,-23.46,-20.7,6.44
6940,25.42,2.08,6.28
6941,34.13,6.6,6.69
6942,-5.01,-13.55,5.16
6943,52.32,15.19,5.9
6944,14.3,-4.03,5.14
6945,95.42,27.13,4.82
6946,21.06,-0.53,5.72
6947,13.71,-4.46,6.68
6948,-5.13,-13.74,6.22
6949,88.79,26.09,6.43
6950,49.55,13.72,6.5
6951,-7.38,-14.8,4.64
6952,-4,-13.33,6.32
6953,-4.01,-13.33,5.65
6954,-17.57,-18.91,6.22
6955,45.96,12.02,5.77
6956,17.75,-2.5,6.37
6957,29.81,3.88,5.94
6958,34,5.96,6.43
6959,17.59,-2.68,5.5
6960,1.35,-11.05,5.28
6961,9.52,-7.1,5.49
6962,17.7,-2.88,5.76
6963,25.61,1.3,6.36
6964,-49.57,-26.94,7.16
6965,9.42,-7.31,6.51
6966,52.39,14.42,5.84
6967,38.29,7.75,6.42
6968,59.04,17.09,5.48
6969,12.54,-5.96,6.48
6970,21.31,-1.4,5.14
6971,59.41,17.11,6.59
6972,4.58,-10.01,6.37
6973,23.76,-0.17,3.85
6974,80.9,23.94,6.56
6975,49.58,12.81,6.57
6976,40.82,8.6,6.4
6977,47.56,11.67,5.78
6978,86.2,24.99,4.77
6979,95.35,26.57,6.59
6980,52.64,13.84,5.61
6981,46.5,11,6.21
6982,-36.51,-24.95,4.01
6983,81.23,23.73,5.36
6984,63.04,18.05,6.1
6985,39.4,7.45,5.39
6986,-12.38,-17.86,5.86
6987,37.22,6.31,5.45
6988,12.31,-6.75,5.94
6989,18.95,-3.44,6.47
6990,10.47,-7.81,5.81
6991,-7.77,-16.17,5.37
6992,41.56,8.3,6.42
6993,31.08,2.94,5.75
6994,-43.52,-26.29,6.39
6995,45.92,10.4,6.29
6996,-29.28,-23.39,6.37
6997,62.18,17.42,5.42
6998,12.73,-6.8,5.86
6999,28.6,1.44,6.49
7000,30.44,2.41,6.66
7001,67.44,19.24,0.03
7002,39.35,6.9,6.4
7003,71.9,20.72,6.2
7004,-29.14,-23.5,5.78
7005,-12.42,-18.28,6.49
7006,108.91,27.61,5.64
7007,24.7,-1.02,5.84
7008,36.28,5.02,6.38
7009,68.41,19.32,6.04
7010,38.19,5.91,6.28
7011,10.51,-8.64,6.23
7012,-29.43,-23.76,4.79
7013,95.49,26.07,6.06
7014,18.85,-4.48,6.42
7015,-25.46,-22.8,6.04
7016,59.93,15.77,6.36
7017,69.77,19.49,6.25
7018,92.27,25.43,5.74
7019,67.27,18.5,6.45
7020,23.83,-2.1,4.72
7021,-2.79,-15.04,5.13
7022,-21.08,-21.66,6.22
7023,14.74,-6.86,6.35
7024,25.63,-1.27,6.15
7025,115.27,27.73,6.17
7026,-1.23,-14.47,6.32
7027,-38.13,-25.73,6.06
7028,81.31,22.82,6
7029,-0.2,-14.08,4.87
7030,60.81,15.74,6.41
7031,-4,-15.77,5.43
7032,24.67,-2.02,4.9
7033,63.87,16.83,6.47
7034,26,-1.43,6.31
7035,9.73,-9.76,5.83
7036,-29.57,-24.14,5.73
7037,-14.09,-19.8,6.54
7038,13.44,-8.12,6.36
7039,8,-10.77,3.17
7040,34.01,2.41,5.02
7041,68.41,18.26,6.45
7042,92.6,25.09,6.09
7043,65.74,17.22,6.01
7044,61.29,15.43,5.7
7045,14.78,-7.65,6.42
7046,12.28,-8.94,5.37
7047,53.51,11.92,6.31
7048,37.16,3.83,5.83
7049,84.94,23.29,5.04
7050,-4.49,-16.54,5.24
7051,68.85,18.2,5.06
7052,68.85,18.2,6.02
7053,68.79,18.17,5.14
7054,68.79,18.17,5.37
7055,23.38,-3.56,5.71
7056,66.85,17.38,4.36
7057,66.85,17.37,5.73
7058,52.11,11.05,6.51
7059,31.51,0.67,5.9
7060,83.22,22.74,6.11
7061,50.79,10.43,4.19
7062,-7.6,-17.92,5.49
7063,28.22,-1.22,4.22
7064,56.5,12.9,4.83
7065,-9.67,-18.76,5.81
7066,27.4,-1.72,5.2
7067,49.21,9.42,6.17
7068,-7.31,-17.95,5.61
7069,48.76,9.12,4.36
7070,1.06,-14.66,6.62
7071,84.36,22.81,6.23
7072,15.98,-7.79,6.47
7073,70.73,18.48,6.07
7074,-26.39,-23.87,4.22
7075,90.85,24.36,5.99
7076,36.32,2.69,6.21
7077,15.57,-8.21,6.75
7078,14.5,-8.74,5.24
7079,53.79,11.14,6.15
7080,75.64,19.98,6.52
7081,61.48,14.57,6.06
7082,101.44,26.18,6.44
7083,27.47,-2.3,5.99
7084,82.45,22.03,5.88
7085,33.47,0.79,6.25
7086,50,9.22,5.88
7087,-15.84,-21.27,5.17
7088,12.95,-9.78,6.61
7089,25.76,-3.35,6.8
7090,78.48,20.74,6.4
7091,55.3,11.58,6.59
7092,-10.27,-19.51,5.54
7093,-15.63,-21.3,6.31
7094,24.16,-4.34,5.83
7095,-12.01,-20.18,6.19
7096,78.2,20.55,6.12
7097,-10.22,-19.6,6.19
7098,61.51,14.17,6.64
7099,42.65,5.13,6.55
7100,62.64,14.63,5.91
7101,29.97,-1.5,6.1
7102,62.4,14.5,5.25
7103,8.96,-12.01,6.29
7104,6.43,-13.16,6.13
7105,5.16,-13.72,6.63
7106,63.19,14.78,3.45
7107,-31.71,-25.39,4.44
7108,-13.47,-20.88,6.6
7109,45.48,6.19,6.14
7110,24.57,-4.7,6.34
7111,-26.92,-24.54,6.48
7112,59,12.65,6.18
7113,52.27,9.41,5.48
7114,14,-10.1,5.69
7115,66.35,15.72,6.09
7116,12.74,-10.72,4.83
7117,105.11,26.39,5.27
7118,71.08,17.43,6.28
7119,19.33,-7.75,5.1
7120,12.91,-10.89,4.99
7121,9.56,-12.43,2.02
7122,-6.15,-18.85,5.36
7123,82.65,21.33,5.51
7124,106.61,26.5,5.35
7125,89.31,23.14,4.66
7126,18.71,-8.26,5.79
7127,-24.08,-24.18,5.14
7128,12.53,-11.29,5.93
7129,-0.84,-17.02,5.38
7130,-31.02,-25.59,6.01
7131,66.93,15.49,5.58
7132,58.43,11.76,5.62
7133,53.63,9.42,4.59
7134,-16.43,-22.35,4.87
7135,39.28,2.12,5.57
7136,-3.2,-18.08,6.31
7137,80.43,20.4,4.92
7138,71.08,17,7.3
7139,66.93,15.32,4.3
7140,64.18,14.11,6.02
7141,37.22,0.85,4.62
7142,37.22,0.85,4.98
7143,31.89,-1.92,6.22
7144,35.7,0.02,6.15
7145,14.99,-10.5,5.08
7146,71.49,17.03,5.44
7147,49.54,7.11,6.63
7148,49.65,7.15,5.69
7149,28.36,-3.91,4.83
7150,14.61,-10.78,3.51
7151,5.37,-14.96,6.12
7152,-0.46,-17.32,4.87
7153,87.41,22.31,6.22
7154,78.66,19.56,5.77
7155,11.17,-12.48,6.62
7156,-2.8,-18.27,6.49
7157,73.81,17.79,4.04
7158,35.85,-0.14,5.57
7159,13.36,-11.52,6.14
7160,111.64,26.93,6.39
7161,-33.28,-26.23,5.88
7162,63.35,13.27,5.22
7163,39.28,1.3,6.21
7164,17.12,-10.06,6.37
7165,49.21,6.36,5.38
7166,22.33,-7.55,5.53
7167,46.16,4.7,5.89
7168,11.31,-12.94,6.36
7169,-0.24,-17.73,6.69
7170,-0.24,-17.74,6.4
7171,51.45,7.34,6.5
7172,45.94,4.5,5.23
7173,42.85,2.88,6.75
7174,68.51,15.21,5.89
7175,87.87,22.02,5.66
7176,47.3,5.04,4.02
7177,-4.96,-19.6,6.23
7178,63.32,12.81,3.24
7179,70.88,16,6.22
7180,102.15,25.36,4.82
7181,57.41,9.94,5.27
7182,13.53,-12.26,6.24
7183,54.32,8.41,6.29
7184,88.33,22.04,6.46
7185,69.51,15.36,6.41
7186,20.35,-9.1,6.32
7187,95.68,23.95,5.63
7188,-5.09,-19.83,4.75
7190,-14.18,-22.64,5.93
7191,92.68,23.18,6.45
7192,62.91,12.38,4.93
7193,28.98,-4.89,4.02
7194,6.84,-15.35,2.6
7195,11.6,-13.32,5.65
7196,80.84,19.57,6.3
7197,-1.25,-18.57,5.74
7198,51.26,6.63,6.39
7199,107.07,26.1,6.22
7200,52.67,7.25,6.69
7201,71,15.73,6.65
7202,57.62,9.65,5.69
7203,16.87,-11.12,6.05
7204,64.53,12.89,6.01
7205,17,-11.07,6.37
7206,56.49,9.05,6.72
7207,54.01,7.78,6.4
7208,41.63,1.4,6.3
7209,30.94,-4.23,5.42
7210,80.64,19.29,5.38
7211,5.88,-16.16,5.5
7212,64.44,12.65,6.39
7213,-15.46,-23.35,5.16
7214,35.93,-1.86,5.83
7215,77.15,17.86,5.01
7216,51.77,6.41,6.09
7217,14.71,-12.51,3.77
7218,85.83,20.86,5.48
7219,37.35,-1.31,6.73
7220,29.33,-5.47,6.9
7221,-32.83,-26.76,5.33
7222,53.3,6.95,6.52
7223,-11.2,-22.36,5.97
7224,100.31,24.65,6.52
7225,30.88,-4.84,5.42
7226,0.16,-18.73,4.93
7227,0.16,-18.73,4.99
7228,-56.09,-27.71,5.47
7229,82.47,19.59,6.31
7230,20.44,-10.16,5.97
7231,33.17,-3.78,6.53
7232,-0.54,-19.08,6.16
7233,-18.95,-24.51,6.49
7234,9.34,-15.37,3.32
7235,46.86,3.25,2.99
7236,30.26,-5.51,3.44
7237,62.98,11.26,5.56
7238,62.05,10.83,6.06
7239,20.04,-10.66,6.03
7240,8.46,-15.86,6.04
7241,17.75,-11.78,6.29
7242,-3.14,-20.24,4.59
7243,41.95,0.45,6.09
7244,61.38,10.32,6.31
7245,35.3,-3.2,6.56
7246,12.32,-14.45,6.3
7247,108.5,26.02,6.54
7248,44.55,1.63,5.09
7249,17.35,-12.26,5.54
7250,56.3,7.67,5.77
7251,83.76,19.56,5.38
7252,80.32,18.34,6.43
7253,60.28,9.6,5.55
7254,-0.46,-19.59,4.11
7255,-2.38,-20.26,6.46
7256,1.28,-19.02,6.56
7257,-4.45,-20.98,5.88
7258,72.15,14.98,6.49
7259,-1.86,-20.17,4.11
7260,49.8,4.07,6.07
7261,63.91,11.11,5.23
7262,67.23,12.65,5.28
7263,54.15,6.24,6.23
7264,15.89,-13.29,2.89
7265,17.03,-12.8,6.13
7266,40.34,-1.12,5.22
7267,49.88,3.91,6.48
7268,-1.46,-20.25,6.36
7269,34.65,-4.29,6.34
7270,7.95,-16.96,6.3
7271,-13.23,-23.85,6.13
7272,65.99,11.69,6.74
7273,0.05,-19.99,6.57
7274,-33.62,-27.43,6.27
7275,82.98,18.73,5.81
7276,15.55,-14.13,6.41
7277,11.59,-15.98,5.8
7278,-30.78,-27.27,5.53
7279,28.23,-8.31,5.34
7280,59.04,7.79,6.36
7281,-7.57,-22.76,5.92
7282,24.34,-10.35,5.51
7283,63.19,9.75,5.98
7284,71.62,13.7,6.18
7285,50.3,3.08,6.73
7286,54.5,5.23,5.93
7287,37.52,-3.9,5.15
7288,40.39,-2.42,6.49
7289,-7.77,-23.13,5.4
7290,96.82,22.8,6.25
7291,13.46,-15.78,6.25
7292,12.42,-16.2,4.85
7293,80.67,17.27,6.75
7294,80.67,17.27,6.57
7295,87.56,19.81,5.12
7296,4.43,-19.45,6.25
7297,-16.12,-25.32,6.38
7298,70.62,12.75,4.39
7299,53.56,4.11,6
7300,49.05,1.67,5.57
7301,54.5,4.53,5.64
7302,62.85,8.72,5.85
7303,40.1,-3.35,5.59
7304,18.61,-14.13,4.96
7305,60.14,7.23,6.54
7306,54.74,4.41,4.77
7307,48.69,1.19,5.63
7308,60.56,7.44,6.16
7309,88.52,19.81,4.99
7310,98.65,23,3.07
7311,81.09,16.87,6.27
7312,108.08,25.31,5.13
7313,37.76,-4.93,6.19
7314,69.9,11.86,4.36
7315,46.24,-0.49,5.28
7316,2.76,-20.69,5.59
7317,21.95,-13,6.06
7318,56.36,4.85,5.43
7319,37,-5.53,5.1
7320,-32.64,-28.06,6.34
7321,36.37,-5.94,6.41
7322,78.24,15.44,6
7323,6.43,-19.62,6.58
7324,63.56,8.44,6.68
7325,44.61,-1.64,6.32
7326,53.44,3.05,6.58
7327,15.63,-16.16,5.58
7328,84.4,17.85,3.77
7329,-17.1,-26.21,5.05
7330,3.33,-20.9,6.48
7331,47.14,-0.52,5.53
7332,46.42,-0.96,6.02
7333,31.39,-8.93,5.01
7334,-3.85,-23.18,6.34
7335,65.8,9.3,6.6
7336,35.47,-6.89,5.49
7337,-6.39,-23.93,4.01
7338,69.49,11.09,6.22
7339,18.74,-15.1,6.26
7340,20.06,-14.55,3.93
7341,80.82,16.19,6.31
7342,21.84,-13.77,4.61
7343,-6.72,-24.11,4.29
7344,19.64,-14.77,5.87
7345,69.45,10.93,6.31
7346,67.57,9.82,6.31
7347,29.07,-10.57,6.31
7348,-2.29,-23.09,3.97
7349,36.25,-6.99,5.83
7350,-5.52,-24.03,6.17
7351,85.53,17.88,6.26
7352,104.73,24.21,4.45
7353,29.88,-10.38,6.32
7354,45.33,-2.36,6.35
7355,10.68,-19.04,6.04
7356,88.77,18.99,5.91
7357,49.78,-0.07,6.64
7358,59.78,5.32,5.18
7359,66.25,8.71,6.06
7360,9.3,-19.67,5.93
7361,95.51,21.33,6.52
7362,14.03,-17.95,5.03
7363,14.58,-17.79,5.43
7364,54.57,2.32,6.4
7365,88.95,18.89,6.43
7366,32.38,-9.69,6.52
7367,24.14,-13.7,5.69
7368,66.07,8.38,6.37
7369,51.7,0.63,6.25
7370,-16.85,-26.9,5.69
7371,96.9,21.66,4.59
7372,62.9,6.63,4.97
7373,47.36,-1.86,5.16
7374,61.56,5.87,6.53
7375,16.77,-17.13,5.59
7376,69.04,9.74,6.36
7377,39.62,-6.13,3.36
7378,23.15,-14.37,5.72
7379,23.64,-14.21,6.7
7380,9.02,-20.21,5.67
7381,81.81,15.76,6.51
7382,75.39,12.82,5.84
7383,-32.68,-28.72,5.96
7384,54.75,2,6.31
7385,54.35,1.75,5.16
7386,58.86,4.18,6.19
7387,37.26,-7.64,4.66
7388,-18.03,-27.37,6.13
7389,48.49,-1.66,5.74
7390,54.69,1.74,5.63
7391,54.54,1.59,5.81
7392,-4.97,-24.84,5.71
7393,-17.65,-27.42,6.3
7394,121.94,27.51,6.38
7395,69.11,9.31,5.15
7396,49.73,-1.31,6.32
7397,39.79,-6.85,5.85
7398,12,-19.83,5.52
7399,6.91,-21.67,6.6
7400,38.99,-7.45,5.8
7401,89.43,18.45,6.6
7402,30.91,-11.62,6.61
7403,70.71,9.79,6.34
7404,37.5,-8.3,6.25
7405,58.99,3.4,4.44
7406,59.11,3.4,5.81
7407,50.21,-1.55,5.56
7408,84.02,16.01,5.75
7409,55.2,1.18,6.33
7410,17.66,-17.93,6.13
7411,-15.44,-27.45,5.75
7412,39.98,-7.26,6.09
7413,93.93,20.02,6.38
7414,34.93,-10,5.03
7415,40.5,-7.09,6.05
7416,-6.74,-25.97,5.61
7417,62.11,4.57,3.08
7418,62.12,4.57,5.11
7419,69.46,8.44,6.25
7420,83.61,15.45,3.79
7421,60.99,3.81,5.87
7422,-1.08,-24.81,5.89
7423,111.52,25.3,6.05
7424,-9.75,-26.89,4.9
7425,115.68,26.27,6.53
7426,67.97,7.44,4.74
7427,82.38,14.62,5.53
7428,87.51,16.87,6.37
7429,44.41,-6.01,4.45
7430,28.3,-14.44,5.12
7431,14.79,-20.3,5.65
7432,31.22,-13.17,6.34
7433,26.77,-15.26,6.27
7434,-20.72,-28.86,6.18
7435,-30.66,-29.51,6.39
7436,72,9.12,6.61
7437,55.35,-0.14,5
7438,40.6,-8.42,6.38
7439,20.57,-18.16,6.11
7440,14.68,-20.51,4.6
7441,63.87,4.5,5.38
7442,81.58,13.83,5.96
7443,21.23,-18.05,5.64
7444,75.38,10.62,5.35
7445,47.98,-4.65,6.68
7446,31.77,-13.29,4.95
7447,36.99,-10.66,4.36
7448,91.89,18.38,6.29
7449,50.84,-3.11,6.38
7450,102.62,22.41,6.07
7451,83.46,14.59,5.73
7452,57.99,0.91,6.32
7453,80.64,13.21,6.67
7454,25.05,-16.56,5.47
7455,-29.71,-29.68,6.09
7456,48.18,-4.75,5.98
7457,70.58,7.89,6.05
7458,56.07,-0.29,7.14
7459,-16.64,-28.71,6.26
7460,34.06,-12.42,5.46
7461,-6.47,-27.06,6.25
7462,101.32,21.89,4.68
7463,52.77,-2.32,5.66
7464,-0.12,-25.72,6.61
7465,82.65,13.93,6.52
7466,64,3.99,6.43
7467,71.97,8.37,6.5
7468,77.62,11.35,5.17
7469,82.66,13.85,4.48
7470,16.41,-20.64,6.34
7471,41.43,-8.94,6.35
7472,56.66,-0.41,6.48
7473,16.43,-20.7,5.97
7474,43.27,-8.07,5.17
7475,53.12,-2.71,6.38
7476,23.47,-18.07,6.2
7477,81.91,13.22,6.47
7478,64.95,3.97,4.69
7479,54.45,-2.14,4.37
7480,38.06,-11.24,5.67
7481,68.34,5.76,6.1
7482,56.64,-1,6.5
7483,76.16,10.03,5.4
7484,87.25,15.59,5.82
7485,59.48,0.56,6.64
7486,50.91,-4.41,6.01
7487,79,11.47,6.2
7488,54.1,-2.6,4.37
7489,23.82,-18.4,5.06
7490,58.45,-0.18,6.36
7491,2.12,-25.92,6.16
7492,76.5,9.95,6.16
7493,49.62,-5.44,6.34
7494,-47.54,-29.21,6.39
7495,78.71,11.07,5.06
7496,24.55,-18.36,5.49
7497,49.34,-5.7,5.27
7498,-37.4,-30.12,5.41
7499,74.1,8.4,6.23
7500,92.59,17.72,6.51
7501,64.6,2.92,6.49
7502,67.29,4.46,5.94
7503,83.34,13.21,5.96
7504,83.34,13.2,6.2
7505,65.81,3.52,6.05
7506,61.61,0.98,5.49
7507,8.25,-24.79,5.52
7508,62.82,1.61,6.28
7509,87.93,15.37,6.48
7510,-18.73,-30.01,5.35
7511,50.88,-5.4,6.26
7512,68.92,5.11,6.05
7513,-30.82,-30.5,6.45
7514,75.61,8.83,5.84
7515,20.65,-20.67,4.86
7516,36.61,-13.42,6.48
7517,71.76,6.6,4.89
7518,64.76,2.51,6.82
7519,46.01,-8.42,5.91
7520,69.22,5.1,6.57
7521,-14.73,-29.79,6.25
7522,90.39,16.33,6.22
7523,74.77,8.15,6.34
7524,-29.42,-30.65,6.05
7525,48.73,-7.08,2.72
7526,89.5,15.86,6.27
7527,-24.15,-30.57,6.21
7528,78.71,10.24,2.87
7529,70.79,5.74,6.43
7530,69.87,5.17,6.09
7531,-21.98,-30.55,5.42
7532,26.72,-18.63,6.11
7533,61.39,0.08,6.62
7534,68.81,4.44,4.99
7535,68.1,3.99,6.18
7536,55.77,-3.38,3.82
7537,-8.63,-29.27,5.94
7538,11.75,-24.46,6.05
7540,61.74,-0.02,5.95
7541,29.53,-17.66,6.04
7542,49.07,-7.52,6.44
7543,72.99,6.57,5.77
7544,50.08,-7.01,5.72
7545,101.37,20.78,5.92
7546,56.48,-3.4,5
7547,81.4,11.19,6.12
7548,-17.06,-30.54,5.74
7549,-17.07,-30.55,6.5
7550,70.42,4.81,6.53
7551,68.81,3.85,6.44
7552,0.03,-28.05,5.33
7553,29.83,-18,5.39
7554,46.83,-9.28,6.51
7555,73.45,6.39,6.11
7556,64.61,1.13,6.38
7557,47.74,-8.91,0.77
7558,-24.26,-31.09,6.24
7559,37.62,-14.4,6.13
7560,49.14,-8.19,5.11
7561,21.92,-21.67,5.92
7562,48.48,-8.64,6.25
7563,100.58,20.24,6.34
7564,68.54,3.28,4.23
7565,59.72,-2.07,4.95
7566,73.57,6.2,5.12
7567,75.22,7.13,5.69
7568,72.81,5.72,6.06
7569,50.33,-7.82,6.13
7570,40.93,-13.07,3.9
7571,26.38,-20.12,6.48
7572,49.23,-8.49,6.54
7573,61.88,-1.04,5.57
7574,56.48,-4.33,6.23
7575,37.27,-15.18,5.65
7576,86.23,13.14,5.03
7577,81.25,10.36,6.2
7578,17.18,-23.91,6.18
7579,-33.61,-31.18,5.75
7580,44.1,-11.65,6.53
7581,-2.03,-29.11,4.13
7582,102.43,20.83,3.83
7583,71.76,4.76,6.1
7584,32.28,-17.8,5.79
7585,7.66,-26.95,6.46
7586,-20.46,-31.31,6.53
7587,-21.6,-31.36,5.26
7588,-33.15,-31.23,6.39
7589,80.99,10.09,5.62
7590,-37.98,-30.9,3.96
7591,81.81,10.51,5.91
7592,61.27,-1.79,4.58
7593,32.66,-17.76,5.71
7594,32.65,-17.77,6.49
7595,47.81,-9.85,4.71
7596,40.55,-13.92,5.61
7597,14.86,-25.04,4.7
7598,46.7,-10.6,6.15
7599,34.15,-17.26,6.51
7600,81.77,10.32,6.29
7601,61.6,-1.87,5.52
7602,46.13,-11.09,3.71
7603,-31.04,-31.52,5.76
7604,14.05,-25.56,4.52
7605,2.33,-28.74,6.55
7606,72.5,4.61,5.76
7607,66.7,1.05,6.57
7608,90.55,14.91,5.14
7609,55.17,-6.12,5.36
7610,50.66,-8.8,5.28
7611,92.58,15.87,6.06
7612,-31.05,-31.67,5.31
7613,73.9,5.19,4.94
7614,26.02,-21.54,5.02
7615,71.02,3.36,3.89
7616,59.05,-4.08,6.48
7617,10.62,-27.01,6.28
7618,15.23,-25.67,4.83
7619,86.11,12.21,4.92
7620,72.06,3.89,6.02
7621,-10.41,-31.19,6.17
7622,55.52,-6.4,5.53
7623,5.52,-28.47,4.37
7624,6.17,-28.34,5.3
7625,-22.15,-31.96,5.13
7626,91.35,15,6.09
7627,-3.15,-30.27,6.14
7628,75.65,5.93,5.45
7629,2.86,-29.15,5.95
7630,-5.51,-30.68,5.81
7631,7.29,-28.18,5.66
7632,84.82,11.31,6.43
7633,91.93,15.21,4.96
7634,89.98,14.15,6.12
7635,57.97,-5.21,3.47
7636,42.11,-14.42,6.17
7637,31.6,-19.66,5.88
7638,77.36,6.79,6.43
7639,-0.58,-30.04,6.29
7640,67.77,0.82,5.49
7641,61.11,-3.41,5.67
7642,73.84,4.54,6.32
7643,19.04,-25.02,6.01
7644,-31.52,-31.98,6.07
7645,56.43,-6.49,5.37
7646,80.53,8.37,5.92
7647,73.07,3.76,5.19
7648,48.74,-11.25,5.91
7649,28.27,-21.69,5.71
7650,13.92,-26.93,4.58
7651,86.04,11.54,6.15
7652,2.77,-29.84,4.77
7653,65.3,-1.34,4.64
7654,96.42,17.09,5.96
7655,73.26,3.56,6.2
7656,62.87,-3.02,5.88
7657,63.02,-3,5.22
7658,19.39,-25.48,6.45
7659,9.34,-28.55,4.99
7660,84.49,10.28,5.05
7661,34.46,-19.52,6.72
7662,57.67,-6.63,5.96
7663,-30.43,-32.36,6.45
7664,55.58,-7.97,5.67
7665,-30.21,-32.4,3.56
7666,102.91,20.06,6.33
7667,40.83,-16.51,5.68
7668,8.38,-29.04,6.53
7669,48.01,-12.57,5.52
7670,67.41,-0.66,5.71
7671,30.6,-21.53,6.34
7672,56.56,-7.55,5.8
7673,-14.45,-32.57,4.94
7674,-16.98,-32.69,6.26
7675,29.59,-22.06,6.55
7676,97.77,17.38,5.27
7677,61.91,-4.49,6.45
7678,69.49,0.39,5.64
7679,59.18,-6.23,5.1
7680,55.36,-8.64,6.34
7681,37.92,-18.48,6.47
7682,97.64,17.21,6.57
7683,74.84,3.64,6.19
7684,83.12,8.88,6.16
7685,100.7,18.64,4.51
7686,108.94,22.48,6.2
7687,86.31,10.65,6.14
7688,62.48,-4.65,5.07
7689,72.86,2.1,5.36
7690,41.3,-17.29,5.99
7691,-19.96,-33.2,6.37
7692,90.3,12.9,6.21
7693,50.35,-12.29,6.43
7694,32.48,-21.65,6.18
7695,97.08,16.64,6.26
7696,56.71,-8.58,6.42
7697,87.56,11.18,5.85
7698,-50,-29.6,6.17
7699,71.69,1.03,6.11
7700,51.62,-11.78,6.31
7701,95.39,15.65,5.39
7702,85.08,9.54,6.54
7703,5.26,-30.91,5.32
7704,100.94,18.54,6.28
7705,60.55,-6.68,6.48
7706,-2.43,-32.39,6.22
7707,-27.03,-33.29,6.09
7708,73.91,2.04,4.93
7709,33.97,-21.71,6.49
7710,41.58,-18.08,3.23
7711,65.71,-3.57,5.52
7712,30.58,-23.39,6.34
7713,60.9,-6.79,6.22
7714,-13.87,-33.6,5.65
7715,30.41,-23.59,5.85
7716,61.57,-6.45,6.26
7717,43.3,-17.56,6.27
7718,65.78,-3.85,5.49
7719,65.53,-4.07,5.92
7720,41.65,-18.6,5.47
7721,83.37,7.54,6.92
7722,15.62,-29.38,5.73
7723,63.85,-5.61,6.56
7724,56.24,-10.61,4.95
7725,12.38,-30.36,6.3
7726,86.6,9.47,6.01
7727,95.83,15.08,5.75
7728,5.09,-32.02,6.39
7729,6.54,-31.76,6.53
7730,82.71,6.87,4.83
7731,67.66,-3.27,5.18
7732,-26.87,-33.82,6.27
7733,79.85,4.93,6.14
7734,74.23,1.14,6.45
7735,82.68,6.78,3.79
7736,74.45,1.17,4.97
7737,78.85,4.13,6.71
7738,31.12,-24.35,6.32
7739,65.19,-5.17,4.78
7740,91.08,12.06,4.3
7741,63.47,-6.36,5.15
7742,94.66,14.16,5.79
7743,71.99,-0.68,5.66
7744,67.11,-4.04,4.52
7745,-8.13,-34.08,6.31
7746,61.96,-7.57,6.13
7747,31.09,-24.7,4.24
7748,21.5,-28.31,5.87
7749,-7.97,-34.13,6.13
7750,110.38,22.5,4.39
7751,83.67,7.05,3.98
7752,76.36,2.08,6.27
7753,64.61,-5.97,5.32
7754,31.1,-24.81,3.57
7755,85.82,8.38,6.31
7756,81.93,5.8,5.91
7757,74.87,0.99,6.48
7758,-17.01,-34.54,6.27
7759,77.67,2.76,5.24
7760,68.43,-3.62,6.22
7761,24.48,-27.66,5.28
7762,79.69,3.99,6.29
7763,75.83,1.32,4.81
7764,13.6,-31.11,6.3
7765,6.22,-32.75,6.46
7766,-10.87,-34.67,6.27
7767,78.1,2.78,5.84
7768,42.4,-20.06,6.06
7769,75.05,0.63,5.58
7770,73.4,-0.54,5.17
7771,55.22,-12.74,6.21
7772,37.47,-22.67,6.63
7773,31.17,-25.48,4.76
7774,55.57,-12.67,5.95
7775,29.12,-26.32,6.1
7776,29.15,-26.37,3.08
7777,82.82,5.8,6.45
7778,56.5,-12.19,6.13
7779,-1.25,-34.13,5.59
7780,59.26,-10.44,5.8
7781,90.45,10.84,5.76
7782,75.31,0.48,6.57
7783,100.45,16.92,5.93
7784,77.23,1.69,6.23
7785,-47.58,-30.69,5.77
7786,83.35,5.93,6.5
7787,-1.66,-34.44,5.64
7788,34.55,-24.7,6.3
7789,65.09,-7.09,5.54
7790,-19.09,-35.19,1.94
7791,89.08,9.6,6.18
7792,96.48,14.36,5.72
7793,56.82,-12.71,6.17
7794,48.75,-17.63,5.31
7795,78.85,2.39,6.39
7796,78.15,1.87,2.2
7797,70.81,-3.33,6.09
7798,82.7,5.04,5.58
7799,0.35,-34.58,6.09
7800,78.84,2.22,5.93
7801,14.55,-32.01,5.85
7802,80.46,3.32,6.2
