HR,GLON,GLAT,Vmag
2208,-160.9,-3.5,6.45
2209,145.16,22.46,4.8
2210,-149.26,-9.75,6.62
2211,-107.33,-25.77,6.31
2212,-96.7,-27.68,4.81
2213,-135.12,-16.35,6.52
2214,-167.15,0.24,5.88
2215,153.03,19.81,4.98
2216,-171.15,2.52,3.28
2217,176.81,9.05,6.92
2218,-148.01,-10.05,5.83
2219,-177.28,5.92,4.35
2220,-168.2,0.92,5.2
2221,-80.99,-29,5.06
2222,-163.51,-1.55,5.91
2223,-165.49,-0.4,5.3
2224,-147.17,-10.27,5.83
2225,-129.14,-18.52,6.39
2226,-123.69,-20.57,6.54
2227,-145.6,-10.98,3.98
2228,167.55,13.89,6.52
2229,-162.29,-2.04,5.33
2230,-172.28,3.5,6.08
2231,-156.58,-5.13,6.07
2232,-154.98,-5.94,6.64
2233,-150.73,-8.21,5.65
2234,-146.76,-10.23,5.99
2235,-166.29,0.3,6.39
2236,-152.19,-7.36,6.37
2237,-143,-12.07,6.1
2238,155.59,19.12,4.48
2239,167.66,13.97,6.38
2240,-172.01,3.53,6.25
2241,-161.96,-2.03,5.04
2242,-132.49,-16.84,5.91
2243,-134.19,-16.09,5.99
2244,-138.63,-14.02,5.01
2245,-84.69,-28.65,5.01
2246,-152.06,-7.3,6.63
2247,-159.84,-2.99,5.39
2248,-157.3,-4.38,6.57
2249,-135.87,-15.15,5.92
2250,-163.41,-0.94,6.59
2251,-155.53,-5.23,5.71
2252,-123.1,-20.22,6.67
2253,-163.63,-0.67,6.16
2254,-129.96,-17.38,6.07
2255,-141.21,-12.33,6.75
2256,-117.65,-21.89,4.37
2257,155.35,19.54,5.94
2258,-166.12,0.92,6.32
2259,-158.86,-3.07,6.24
2260,-135.52,-14.89,5.14
2261,-74.25,-28.8,5.09
2262,-113.4,-23.14,6
2263,-114.95,-22.61,5.53
2264,161.14,17.33,5.36
2265,-115.44,-22.43,5.87
2266,-132.48,-16.05,5.52
2267,-142.3,-11.47,5.36
2268,-137.09,-13.9,6.06
2269,-163.64,-0.12,5.69
2270,-143.01,-11.05,6.22
2271,-131.49,-16.27,5.81
2272,-176.72,7.06,6.43
2273,-143.64,-10.59,5.27
2274,-91.83,-27.47,6.43
2275,-148.03,-8.34,4.9
2276,-161,-1.32,6.54
2277,-166.24,1.63,6.35
2278,-98.95,-26.2,6.41
2279,-118.19,-21.04,5.78
2280,-152.53,-5.63,6.31
2281,-101.51,-25.58,7.04
2282,-122.48,-19.43,3.02
2283,-77.72,-28.49,6.64
2284,-139.83,-11.94,5.64
2285,144.14,23.58,5.97
2286,-170.28,4.17,2.88
2287,-161.52,-0.56,6
2288,-118.37,-20.78,5.53
2289,165.35,16.17,4.91
2290,-103.2,-25.01,6.6
2291,158.63,19,5.64
2292,-153.64,-4.52,6.4
2293,156.53,19.78,5.21
2294,-133.94,-14.27,1.98
2295,-146.07,-8.37,6.67
2296,-118.97,-20.24,3.85
2297,-176.5,7.85,6.71
2298,-154.32,-4.03,4.44
2299,-154.33,-4.03,6.72
2300,-158.1,-1.97,6.26
2301,-141.33,-10.63,6.19
2302,-164.34,1.56,6.33
2303,-136.53,-12.83,6.24
2304,-170.72,5.07,6.06
2305,-139.75,-11.22,5.22
2306,-132.11,-14.78,6.6
2307,-120.53,-19.45,6.34
2308,-163.09,1.06,6.24
2309,-138.42,-11.8,6.12
2310,-156.37,-2.55,5.98
2311,-126.56,-17.04,5.63
2312,-151.4,-5.12,6.66
2313,-149.22,-6.25,5.87
2314,167.36,15.89,6.56
2315,-152.03,-4.66,6.51
2316,-115.54,-20.96,5.62
2317,-146.52,-7.48,6.35
2318,-123.38,-18.07,6.39
2319,-178.83,9.64,6.43
2320,-94.82,-26.16,5.61
2321,-142.87,-9.23,6.4
2322,-99.36,-25.23,5.98
2323,-111.84,-21.95,6.31
2324,-148.55,-6.2,5.87
2325,-145.79,-7.62,6.15
2326,-98.79,-25.29,-0.72
2327,-150.62,-5.05,6.71
2328,-143.14,-8.89,6.27
2329,-117.09,-20.13,6.25
2330,-167.94,4.26,6.22
2331,156.97,20.19,5.88
2332,-176.85,8.92,5.55
2333,-152.41,-4.02,5.55
2334,-150.1,-5.25,5.2
2335,-149.59,-5.5,5.55
2336,-92.41,-26.42,6.48
2337,-86.72,-27.23,6.27
2338,168.2,15.95,5.9
2339,-173.63,7.41,6.47
2340,-164.1,2.41,6.23
2341,-98.64,-25.19,6.51
2342,-158.86,-0.38,6.15
2343,-167.58,4.35,4.15
2344,-145.48,-7.39,5.06
2345,-90.48,-26.63,5.8
2346,134.52,26.15,6.54
2347,-151.42,-4.27,6.48
2348,-103.55,-23.97,5.76
2349,-126,-16.46,6.07
2350,131.75,26.61,6.65
2351,-159.42,0.1,6.59
2352,-79.65,-27.82,5.56
2353,-114.12,-20.76,6.48
2354,-86.99,-27.04,6.46
2355,-151.96,-3.72,6.16
2356,-143.34,-8.21,4.6
2357,-143.34,-8.21,5.4
2358,-143.34,-8.21,5.6
2359,-133.8,-12.78,5.77
2360,-86.53,-27.04,6.27
2361,-119.36,-18.76,4.48
2362,-157.53,-0.58,6.57
2363,136.29,25.92,5.73
2364,-119.53,-18.59,5.74
2365,140.95,25.02,6.24
2366,-164.43,3.31,6.2
2367,-140.42,-9.26,5.93
2368,-110.78,-21.47,6.32
2369,-92.92,-25.9,5.82
2370,-159.38,0.68,6.14
2371,-163.45,2.93,6.4
2372,-178.28,10.52,5.87
2373,-137.58,-10.51,6.16
2374,-159.8,1.04,6.65
2375,-159.56,0.95,5.23
2376,159.97,19.75,6.45
2377,-79.96,-27.55,5.38
2378,-159.61,1.14,6.03
2379,-138.19,-10.01,5.15
2380,-123.83,-16.46,5.93
2381,-141.98,-8.05,5.43
2382,-153.57,-2.02,5.84
2383,-178.68,11,6.42
2384,-101.19,-23.84,5.27
2385,-155.7,-0.75,4.5
2386,-143.99,-6.9,5.6
2387,-127.89,-14.53,4.33
2388,-116.47,-19.1,5.84
2389,-94.11,-25.36,5.22
2390,-110.8,-21.01,6.2
2391,-161.68,2.55,5.53
2392,-139.15,-9.17,6.24
2393,-114.77,-19.61,6.34
2394,153.87,22.04,5.94
2395,-148.01,-4.52,5.1
2396,143.09,24.82,5.92
2397,-119.54,-17.68,5.69
2398,-173.96,9.13,5.27
2399,-113.96,-19.72,5.24
2400,-99.44,-24,5.6
2401,134.59,26.41,5.45
2402,158.61,20.64,5.85
2403,-130.08,-13.18,6.4
2404,-155.7,-0.23,6.45
2405,176.52,13.78,5.29
2406,-157.79,1,5.88
2407,-112.97,-19.88,6.44
2408,-84.52,-26.71,6.29
2409,-149.71,-3.19,5.8
2410,-88.57,-26.05,6.15
2411,-115.31,-18.94,5.42
2412,-91.97,-25.4,5.7
2413,-152.83,-1.37,6.55
2414,-128.01,-13.68,4.54
2415,-118.71,-17.54,5.62
2416,-98.82,-23.8,6.19
2417,-170.62,8.07,6.44
2418,-144.11,-5.67,5.52
2419,175.79,14.54,5.69
2420,175.32,14.77,5.2
2421,-163.23,4.45,1.93
2422,-154.13,-0.31,6.06
2423,-131.89,-11.61,5.7
2424,-114.65,-18.84,5.59
2425,-174.53,10.17,5.79
2426,-158.29,1.9,6.38
2427,172.89,15.86,4.79
2428,-136.76,-9.23,5.97
2429,-131.31,-11.8,3.95
2430,-151.05,-1.82,6.17
2431,-115.3,-18.5,6.35
2432,-153.02,-0.75,6.15
2433,-128.18,-13.19,6.35
2434,171.46,16.55,6.41
2435,-98.07,-23.73,4.39
2436,-168.14,7.27,6.04
2437,-136.97,-8.89,6.12
2438,-173.76,10.1,6.03
2439,-170.42,8.5,6.38
2440,-146.29,-4.07,6.14
2441,-152.69,-0.65,6.57
2442,-149.97,-2.11,6.21
2443,-132.13,-11.11,4.43
2444,-113.18,-19,6.04
2445,-109.78,-20.17,6.34
2446,-114.31,-18.57,5.71
2447,-118.82,-16.78,5.27
2448,-133.31,-10.37,6.03
2449,-159.95,3.35,5.97
2450,-135.74,-9.04,4.82
2451,-108.06,-20.54,3.17
2452,179.3,13.69,6.46
2453,-173.53,10.42,6.42
2454,-153.98,0.49,6.51
2455,-126.89,-13.02,6.05
2456,-157.06,2.2,4.66
2457,-162.83,5.23,6.28
2458,-158.02,2.77,6.11
2459,171.18,17.26,5.02
2460,-120.46,-15.69,5.71
2461,-148.69,-2.08,5.79
2462,-102.88,-21.91,4.93
2463,162.53,20.41,6.27
2464,178.29,14.47,6.19
2465,-112.96,-18.47,6.58
2466,-163.84,6.02,5.21
2467,-153.79,0.8,6.37
2468,-88.79,-25.19,6.18
2469,-139.95,-6.26,5.19
2470,156.31,22.48,4.87
2471,179.35,14.24,6.31
2473,-170.46,9.63,2.98
2474,-150.72,-0.47,6.19
2475,-110.7,-18.99,6.12
2476,-103.32,-21.4,6.65
2477,158.69,21.93,5.35
2478,-159.7,4.37,4.49
2479,-151.46,0.06,5.9
2480,-173.92,11.43,5.44
2481,-127.74,-11.84,6.13
2482,-112.55,-18.13,6.29
2483,172.36,17.52,5.25
2484,-159.26,4.5,3.36
2485,160.26,21.69,6.33
2486,160.26,21.69,6.28
2487,167.26,19.47,5.22
2488,-111.69,-18.2,6.3
2489,-159.01,4.54,6.46
2490,147.8,24.88,5.14
2491,-132.78,-8.88,-1.46
2492,-119.47,-14.98,5.2
2493,-122.97,-13.42,6.45
2494,-155.27,2.82,5.93
2495,-126.54,-11.72,6.05
2497,-119.89,-14.68,6.54
2498,-134.43,-7.87,5.32
2499,-163.8,7.32,6.2
2500,-118.71,-15.08,5.92
2501,-119.5,-14.73,5.8
2502,-138.58,-5.64,5.66
2503,-154.69,2.75,4.77
2504,-134.67,-7.52,5.29
2505,-77.5,-26.48,6.51
2506,-149.62,0.3,4.47
2507,-111.16,-17.84,6.62
2508,-139.47,-4.93,5.07
2509,-128.64,-10.34,6.08
2510,-112.87,-17.18,6.21
2511,146.42,25.38,5.12
2512,-176.87,13.89,5.71
2513,-98.43,-22,6.57
2514,-146.25,-1.29,5.75
2515,-98.19,-21.99,5.8
2516,174.39,17.57,5.02
2517,-148.23,-0.07,6.15
2518,-112.63,-17.02,5.26
2519,-161.74,6.96,5.85
2520,156.54,23.32,5.33
2521,-145.29,-1.52,5.74
2522,-133.79,-7.38,5.39
2523,-99.33,-21.52,5.4
2524,-95.78,-22.5,6.46
2525,-159.16,5.85,5.65
2526,-94.87,-22.65,5.61
2527,137.55,26.86,4.55
2528,-125.55,-11.07,6.33
2529,-166.62,9.76,5.27
2530,-146.66,-0.38,5.77
2531,-75.98,-26.43,6.37
2532,171.53,19.04,6.26
2533,-168.26,10.64,5.65
2534,-139.98,-3.82,6.29
2535,-131.88,-7.93,5.79
2536,-78.93,-25.98,6.11
2537,-122.49,-12.36,7.04
2538,-117.64,-14.49,3.96
2539,177.4,16.91,6.12
2540,-177.9,15.02,3.6
2541,177.83,16.79,6.3
2542,-179.62,15.77,6.01
2543,-149.75,1.44,6.38
2544,-123.89,-11.61,6.33
2545,-118.36,-14.07,5.7
2546,-105.04,-19.21,6.55
2547,177.82,16.95,6.48
2548,-103.88,-19.6,5.14
2549,-115.79,-15.02,4.99
2550,-88.08,-24.1,3.27
2551,-154.38,4.12,5.77
2552,-142.23,-2.21,6.3
2553,-99.84,-20.86,2.93
2554,-96.76,-21.76,4.4
2555,-156.67,5.42,6.24
2556,170.67,19.72,6.34
2557,172.59,19.08,6.13
2558,-113.94,-15.58,5.96
2559,-67.4,-27.21,5.64
2560,157.77,23.6,4.35
2561,158.68,23.38,6.05
2562,-89.82,-23.49,6.11
2563,-102.1,-19.89,6.42
2564,-158.49,6.67,4.65
2565,-129.8,-8.15,5.64
2566,-129.89,-8.1,6.14
2567,-122.57,-11.61,6.4
2568,170.3,20.07,5.87
2569,-169.58,12.06,5.73
2570,-141.55,-2.07,6.41
2571,-128.7,-8.62,4.83
2572,-145.73,0.15,5.45
2573,169.89,20.28,5.86
2574,-136.02,-4.85,4.07
2575,-107.78,-17.73,6.52
2576,-121.05,-12.16,6.04
2577,-145.13,-0.08,6.21
2578,-124.71,-10.4,6.21
2579,-106.33,-18.23,6.46
2580,-125.02,-10.21,3.87
2581,144.42,26.31,5.68
2582,-144.17,-0.49,6.04
2583,-125.24,-10.08,6.91
2584,-154.02,4.7,6.29
2585,171.55,19.87,4.9
2586,-177.28,15.72,5.89
2587,-96.14,-21.48,6.57
2588,-128.38,-8.39,5.74
2589,-155.39,5.62,5.92
2590,-128.56,-8.15,4.68
2591,-107.79,-17.38,6.32
2592,-90.69,-22.93,6.41
2593,-134.01,-5.34,5
2594,-99.62,-20.24,6.26
2595,-125.99,-9.33,5.3
2596,-131.3,-6.68,4.37
2597,-157.04,6.71,6.27
2598,-117.79,-13.03,6.36
2599,-139.15,-2.49,6.34
2600,178.64,17.72,6
2601,-169.91,13.07,6.1
2602,-78.26,-25.53,5.4
2603,-126.52,-8.71,6.61
2604,-114.37,-14.29,6.29
2605,-169.69,13.14,6.4
2606,-153.05,5.06,6.27
2607,-124.27,-9.7,5.46
2608,-101.4,-19.29,4.95
2609,126.22,27.72,5.07
2610,-149.42,3.31,5.97
2611,-121.58,-10.91,6.23
2612,-114.17,-14.26,6.23
2613,-152.7,5.08,6.35
2614,-121.88,-10.67,6.37
2615,-160.52,9.16,5.68
2616,-123.45,-9.82,5.59
2617,144.56,26.67,6.5
2618,-120.17,-11.33,1.5
2619,-115.39,-13.49,5.06
2620,-175.7,16.06,6.59
2621,-118.28,-12.16,6.42
2622,-141.28,-0.48,6.3
2623,-126.81,-7.94,6.26
2624,-138.57,-1.85,5.96
2625,-128.07,-7.21,6.31
2626,-104.17,-17.88,6.22
2627,-137.83,-2.15,6.49
2628,-126.28,-8.03,6.53
2629,-150.2,4.47,6.63
2630,-167.82,13.06,5.18
2631,-161.83,10.35,5.94
2632,-159.63,9.28,5.74
2633,-150.83,4.86,6.59
2634,-94.19,-21.16,6.27
2635,-160.82,9.91,5.82
2636,-144.68,1.71,6.17
2637,-120.42,-10.71,6.27
2638,-93.51,-21.37,6.45
2639,-140.78,-0.28,5.2
2640,-123.38,-9.23,5.63
2641,-115.79,-12.77,6.4
2642,156.56,25,6.44
2643,-172.57,15.32,5.93
2644,164.07,23.36,6.12
2645,169.25,21.93,6.38
2646,-120.83,-10.27,3.47
2647,-153.9,6.77,5.97
2648,-141.99,0.61,4.99
2649,-155.5,7.65,5.13
2650,-164.25,11.9,3.79
2651,-156.96,8.42,5.98
2652,-98.46,-19.48,5.14
2653,-124.45,-8.23,3.02
2654,-146.92,3.55,6.57
2655,-140.89,0.38,5.62
2656,-136.64,-1.85,6.45
2657,-131.75,-4.41,4.12
2658,-106.23,-16.43,6.43
2659,-166.06,13.01,6.02
2660,-177.31,17.78,5.55
2661,-90.79,-21.79,6.02
2662,-81.39,-24.22,5.17
2663,-153.68,7.31,5.78
2664,-125.89,-7.07,6.09
2665,-176.76,17.84,5.91
2666,-107.13,-15.72,5.2
2667,-105.91,-16.22,5.54
2668,-105.91,-16.22,6.79
2669,-171.11,15.66,6.48
2670,-135.95,-1.69,6.49
2671,-165.92,13.47,7.68
2672,-100.09,-18.41,4.93
2673,-176.52,17.94,6.28
2674,-90.46,-21.6,5.5
2675,179.94,19.28,6.16
2676,-149.67,5.72,6.11
2677,-114.15,-12.42,6.14
2678,-135.29,-1.79,5.39
2679,-134.32,-2.32,6.48
2680,-117.92,-10.59,6.34
2681,143.41,27.42,6.35
2682,-151.89,7.03,5.75
2683,-92.89,-20.73,5.17
2684,-159.53,10.86,5.44
2685,-110.73,-13.81,6.11
2686,-123.03,-7.94,6.08
2687,-99.24,-18.47,6.46
2688,-121.48,-8.66,6.62
2689,-68.89,-26.4,5.45
2690,-123.99,-7.34,5.71
2691,-108.28,-14.63,5.79
2692,-164.29,13.46,6.43
2693,-121.58,-8.27,1.84
2694,-135.83,-0.78,6.21
2695,-123.66,-7.13,6.65
2696,178.27,20.46,4.9
2697,-172.78,17.2,4.41
2698,-97.54,-18.75,5.96
2699,-130.58,-3.44,6.03
2700,-169.49,15.96,5.78
2701,-141.15,2.23,4.92
2702,-109.31,-13.83,4.83
2703,165.8,24.18,5.47
2704,-122.5,-7.48,5.69
2705,-128.32,-4.43,6.23
2706,-166.79,15.11,5.85
2707,-144.52,4.3,5.45
2708,-120.39,-8.37,5.46
2709,132.74,28.08,6.31
2710,-149.8,7.11,6.09
2711,-169.72,16.4,6.43
2712,-80.27,-23.86,6.47
2713,-149.61,7.09,6.16
2714,-144.3,4.32,4.15
2715,156.99,26.2,5.2
2716,-126.2,-5.11,5.84
2717,-159.22,12.04,5
2718,-121.6,-7.3,5.92
2719,-100.3,-17.13,5.14
2720,-117.2,-9.49,6.1
2721,170.34,23.52,5.58
2722,-167.16,15.76,6.89
2723,-134.6,-0.37,5.78
2724,-120.2,-7.95,6.59
2725,-167.3,15.88,5.82
2726,-111.91,-11.89,5.96
2727,-108.24,-13.57,5.31
2728,-155.37,10.56,5.62
2729,-147.24,6.51,5.35
2730,-124.42,-5.58,6.01
2731,-140.99,3.27,5.75
2732,-135.62,0.48,5.9
2733,-124.16,-5.6,6.36
2734,-120.19,-7.65,6.12
2735,-78.45,-24.05,5.69
2736,-78.44,-24.04,3.78
2737,165.21,24.97,5.92
2738,-170.09,17.3,5.71
2739,-135.27,0.35,6.03
2740,-102.28,-16.02,4.49
2741,-116.8,-9.28,6.6
2742,131.42,28.18,4.96
2743,-117.46,-8.92,6.33
2744,-144.19,5.24,6.41
2745,-121.03,-7.07,4.66
2746,-103.74,-15.3,4.89
2747,-151.47,8.99,5.82
2748,-104.23,-15.04,5.1
2749,-120.59,-7.15,3.85
2750,-120.35,-7.26,5.58
2751,168.11,24.51,5.05
2752,-134.89,0.5,5.95
2753,177.08,22.11,5.78
2754,-86,-21.77,6.02
2755,-123.21,-5.58,6.32
2756,-117.01,-8.8,5.36
2757,-172.91,18.85,6.24
2758,-130.41,-1.71,5.46
2759,-107.16,-13.49,5.94
2760,-150.12,8.78,6.65
2761,-102.04,-15.71,5.72
2762,-100.69,-16.29,4.76
2763,-159.08,13.23,3.58
2764,-123.5,-5.21,4.79
2765,-138.14,2.72,6.29
2766,-119.42,-7.3,4.64
2767,-96.55,-17.78,5.97
2768,-116.66,-8.59,6.32
2769,-109.92,-11.91,5.8
2770,-111.48,-11.12,5.03
2771,-102.01,-15.45,5.66
2772,156.84,27.03,6.35
2773,-110.99,-11.28,2.7
2774,-120.27,-6.57,6.46
2775,175.42,23.16,6.35
2776,172.73,23.9,5.77
2777,-164.02,15.89,3.53
2778,-146.33,7.46,5.89
2779,-150.26,9.54,5.91
2780,-157.57,13.08,6.45
2781,-122.18,-5.37,4.98
2782,-121.82,-5.54,4.4
2783,161.96,26.36,6.53
2784,161.96,26.37,5.45
2785,-126.83,-2.85,6.09
2786,-120.35,-6.26,5.28
2787,-111.22,-10.91,4.66
2788,-129.33,-1.41,5.7
2789,-104.51,-14.03,5.85
2790,-111.18,-10.86,5.11
2791,-108.92,-11.94,5.25
2792,179.29,22.31,6.4
2793,-178.43,21.58,5.13
2794,-113.88,-9.42,6.3
2795,-162.37,15.66,5.1
2796,-130.96,-0.13,5.45
2797,133.11,28.47,6.41
2798,-135.76,2.51,6.55
2799,-123.46,-4.13,6.61
2800,-119.8,-6.03,6.01
2801,-143.72,6.89,5.99
2802,-120.74,-5.5,5.87
2803,-80.91,-22.69,3.98
2804,165.74,26.03,5.8
2805,177.67,23.15,5.19
2806,-135.59,2.63,6.43
2807,-140.87,5.49,6.23
2808,-166.66,17.78,5.03
2809,149.69,28.26,6.47
2810,-164.62,16.97,6.02
2811,-138.19,4.12,5.82
2812,-126.71,-2.06,4.96
2813,-96.43,-17,6.05
2814,-96.43,-17,6.6
2815,-96.63,-16.87,5.39
2816,-169.09,18.97,5.76
2817,-157.47,14.19,6.41
2818,168.71,25.75,4.64
2819,-115.14,-7.9,5.43
2820,-153.83,12.67,5.3
2821,-169.15,19.27,3.79
2822,-118.76,-5.92,5.38
2823,-114.84,-7.93,5.39
2824,-116.59,-6.94,6.6
2825,-128.91,-0.21,5.33
2826,-123.04,-3.46,6.19
2827,-117.38,-6.49,2.45
2828,-151.55,11.78,4.99
2829,-111.52,-9.49,6.31
2830,147.28,28.69,5.64
2831,-126.42,-1.51,6.24
2832,-131.01,1.05,5.78
2833,-137.98,4.97,5.97
2834,-115.08,-7.52,5.35
2835,-162.95,17.15,6.54
2836,-152.69,12.54,6.37
2837,-161.71,16.66,5.93
2838,-139.05,5.59,6.76
2839,-123.74,-2.81,6.05
2840,-153.03,12.76,6.41
2841,-120.88,-4.32,5.78
2842,-110.13,-10,6.97
2843,-110.13,-10,6.84
2844,169.91,25.87,5.72
2845,-150.48,11.68,2.9
2846,-162.77,17.3,5.22
2847,-115.04,-7.3,6.31
2848,-60.41,-27.15,6.47
2849,168.33,26.35,5.36
2850,-122.07,-3.36,6.56
2851,-149.15,11.28,5.25
2852,-172.86,21.34,4.18
2853,-127.17,-0.49,5.63
2854,-150.95,12.18,4.32
2855,-122.59,-3,5.61
2856,-112.8,-8.22,5.9
2857,-169.17,20.13,5.05
2858,-156.64,14.97,6.22
2859,-132.64,2.67,5.79
2860,-122.71,-2.74,5.95
2861,-168.93,20.15,5.01
2862,-97.28,-15.63,5.1
2863,-117.12,-5.67,5.54
2864,-153.62,13.88,4.54
2865,-141.01,7.54,5.59
2866,-135.98,4.91,5.86
2867,-133.54,3.58,5.75
2868,-129.43,1.36,6.05
2869,-109.34,-9.59,6.58
2870,-114.64,-6.76,6.38
2871,-114.64,-6.76,7.13
2872,179.99,24.08,6.54
2873,-114.96,-6.54,5.77
2874,-122.33,-2.39,4.85
2875,-108.36,-9.93,5.43
2876,-137.88,6.32,6.24
2877,-158.2,16.44,5.42
2878,-104.26,-11.91,3.25
2879,-163.7,18.95,6.54
2880,-144.12,9.92,5.25
2881,-115.24,-6,4.65
2882,-109.54,-8.97,6.65
2883,-134.5,4.87,5.9
2884,-95.5,-15.79,5.87
2885,-110.54,-8.29,6.68
2886,-156.81,16.32,5.25
2887,-145.24,10.79,5.59
2888,-84.02,-20.45,6.39
2889,-110.75,-8.12,6.61
2890,-172.56,22.48,2.88
2891,-172.56,22.48,1.98
2892,-93.8,-16.43,5.96
2893,-151.82,14.21,6.28
2894,161.77,28.38,5.92
2895,-110.62,-8.04,6.3
2896,-171.57,22.29,5.33
2897,-129.55,2.52,6.21
2898,175.8,25.89,6.3
2899,-125.11,0.06,5.66
2900,-120.49,-2.54,5.85
2901,-145.19,11.06,5.81
2902,-129.33,2.52,4.97
2903,172.41,26.71,5.65
2904,-144.54,10.88,6.55
2905,-167.4,21.06,4.06
2906,-122.5,-1.19,4.45
2907,-106.87,-9.78,6.26
2908,-104.13,-11.16,6.52
2909,-121.44,-1.71,5.83
2910,-121.44,-1.71,5.87
2911,-110.15,-7.95,5.54
2912,-119.11,-2.95,6.65
2913,-112.67,-6.53,6.11
2914,169.61,27.45,5.92
2915,179.1,25.39,6.38
2916,-118.31,-3.37,5.77
2917,-106.94,-9.59,6.76
2918,-147.19,12.7,5.91
2919,-68.98,-25.01,5.53
2920,-134.5,6.04,6.27
2921,-129.09,3.02,5.7
2922,-117.04,-3.87,4.64
2923,-122.39,-0.7,6.34
2924,-175.55,24.24,5.56
2925,-96.29,-14.64,6.28
2926,-164.66,20.64,6.27
2927,-138.11,8.26,5.13
2928,-124.47,0.61,5.74
2929,160.34,29.09,6.06
2930,-175.03,24.23,4.9
2931,-164.44,20.79,6.17
2932,-128.95,3.38,6.53
2933,-120.85,-1.26,6.37
2934,-95.23,-14.96,4.94
2935,-178.94,25.49,5.73
2936,-172.29,23.58,6.17
2937,-111.02,-6.67,4.53
2938,-157.99,18.35,5.05
2939,170.43,27.88,5.56
2940,-98.6,-13.19,5.72
2941,-92.05,-16.32,6.39
2942,-110.71,-6.75,6.6
2943,-146.31,13.03,0.38
2944,-119.35,-1.84,4.7
2945,-108.29,-8.05,6.38
2946,158.51,29.53,4.99
2947,-125.08,1.61,6.72
2948,-118.04,-2.44,4.5
2949,-118.03,-2.44,4.62
2950,-146.21,13.2,6.02
2951,-163.08,20.73,5.89
2952,-106.46,-8.88,6.59
2953,-154.11,17.05,6.24
2954,-109.54,-7.16,5.8
2955,-107.53,-8.28,6.19
2956,-117.91,-2.35,6.5
2957,-98.69,-12.86,5.68
2958,-134.1,7.04,6.01
2959,-127.91,3.55,4.94
2960,-124.1,1.36,5.93
2961,-107.86,-7.9,4.84
2962,-174.17,24.76,6.02
2963,-107.99,-7.77,5.73
2964,-107.87,-7.82,5.76
2965,-153.72,17.17,5.77
2966,-144.57,12.81,5.94
2967,-154.39,17.51,5.56
2968,-108.46,-7.46,6
2969,167.94,28.72,5.27
2970,-132.81,6.52,3.93
2971,-94.32,-14.82,6.06
2972,-116.83,-2.63,6.76
2973,-168.81,23.27,4.28
2974,-113.57,-4.43,6.56
2975,150.76,30.2,5.92
2976,-121.64,0.27,6.18
2977,153.79,30.15,6.49
2978,-162.25,21.02,6.21
2979,-73.89,-23.14,7.16
2980,-73.89,-23.14,7.26
2981,-107.49,-7.69,5.42
2982,-141.27,11.56,6.19
2983,-165.58,22.39,5.31
2984,-102.04,-10.57,6.41
2985,-164.15,21.97,3.57
2986,-107.43,-7.57,6.54
2987,-152.88,17.43,6.43
2988,-117.99,-1.44,5.64
2989,-143.16,12.81,6.47
2990,-167.77,23.41,1.14
2991,-160.01,20.62,6.33
2992,-118.63,-0.85,6.55
2993,-116.12,-2.32,4.59
2994,-109.49,-6.15,5.6
2995,-107.02,-7.54,6.89
2996,-115.62,-2.54,3.96
2997,133.68,29.44,6.56
2998,-101.43,-10.57,5.06
2999,-177.68,26.5,5.18
3000,-70.38,-24.11,6.18
3001,-107.55,-7.11,6.4
3002,-105.14,-8.44,5.17
3003,-158.14,20.14,4.88
3004,-119.25,-0.26,5.62
3005,-97.05,-12.79,6.57
3006,-89.09,-16.72,6.43
3007,-109.38,-5.99,5.8
3008,-150.67,17,5.3
3009,-127.81,4.91,6.89
3010,-127.8,4.91,6.07
3011,-107.69,-6.84,5.88
3012,-89.43,-16.46,6.21
3013,-173.24,25.53,5.14
3014,-134.69,8.9,5.49
3015,-127.86,5.07,5.04
3016,-107.69,-6.73,6.54
3017,-107.61,-6.74,3.61
3018,-110.87,-4.81,5.37
3019,-129.41,6.17,6.39
3020,-102.49,-9.53,6.03
3021,-162.52,22.4,6.18
3022,-107.55,-6.56,5.88
3023,-120.81,1.34,5.9
3024,-75.43,-22.16,3.95
3025,-105.64,-7.54,6.57
3026,-126.41,4.71,6.34
3027,-126.38,4.72,6.43
3028,163.89,30.25,6.02
3029,-129.68,6.66,5.48
3030,-152.86,18.71,6.04
3031,-90.68,-15.48,6.12
3032,-106.23,-7.09,6.31
3033,-144.36,14.77,6.53
3034,-117.75,-0.21,4.5
3035,-106.92,-6.63,5.08
3036,-81.82,-19.49,6.38
3037,-99.75,-10.56,5.23
3038,-78.15,-20.97,6.18
3039,162.66,30.56,6.38
3040,-172.81,26.19,6.03
3041,-104.97,-7.57,6.14
3042,-128.48,6.41,6.23
3043,-118.53,0.49,5.33
3044,-125.09,4.51,5.18
3045,-118.54,0.57,3.34
3046,-99.27,-10.66,4.71
3047,-132.05,8.62,5.61
3048,-122.51,3.02,6.56
3049,-109.58,-4.69,5.93
3050,-143.17,14.69,6.18
3051,-123.05,3.44,6.12
3052,-111.24,-3.64,5.6
3053,-158.38,21.72,5.99
3054,-130.25,7.82,6.16
3055,-99.82,-10.19,4.11
3056,-90.74,-15.03,6.33
3057,-101.24,-9.36,6.32
3058,-99.39,-10.42,5.84
3059,-141.68,14.2,5.14
3060,-118.63,1.08,6.45
3061,-143.02,14.99,6.31
